"","Dyad_ID","Group_name","Season","Group_size","Sex","Breeding_status","Age_class","Playing","Allopreening","Proximal foraging","Scrounging","Dominance display","Allofeeding"
"334","60096082","NIS","Autumn",11,"Male-Male","Helper-Helper","Young-Fledgling",19,8,39,3,3,1
"335","60096086","NIS","Autumn",11,"Male-Female","Helper-Helper","Young-Fledgling",22,9,30,2,1,0
"336","60096083","NIS","Autumn",11,"Male-Female","Helper-Helper","Young-Fledgling",19,2,43,1,1,0
"337","60826086","NIS","Autumn",11,"Male-Female","Helper-Helper","Fledgling-Fledgling",22,5,39,1,2,1
"338","60826083","NIS","Autumn",11,"Male-Female","Helper-Helper","Fledgling-Fledgling",21,2,44,1,1,0
"339","60866083","NIS","Autumn",11,"Female-Female","Helper-Helper","Fledgling-Fledgling",23,3,46,2,3,2
"340","54345278","NIS","Autumn",15,"Male-Female","Parent-Parent","Adult-Adult",0,3,19,0,2,0
"341","54345818","NIS","Autumn",15,"Male-Male","Parent-Helper","Adult-Adult",1,18,51,3,2,0
"342","54346009","NIS","Autumn",15,"Male-Male","Parent-Helper","Adult-Yearling",0,1,60,1,4,1
"343","54346010","NIS","Autumn",15,"Male-Male","Parent-Helper","Adult-Yearling",0,2,44,2,4,0
"344","54346086","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Yearling",0,2,37,0,5,0
"345","54346136","NIS","Autumn",15,"Male-Male","Parent-Helper","Adult-Young",0,1,57,0,1,0
"346","54346138","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Young",0,2,32,1,1,0
"347","54346135","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Young",0,0,26,2,2,0
"348","54346161","NIS","Autumn",15,"Male-Male","Parent-Helper","Adult-Young",0,1,43,4,6,0
"349","54346163","NIS","Autumn",15,"Male-Male","Parent-Helper","Adult-Young",0,2,44,4,2,0
"350","54346164","NIS","Autumn",15,"Male-Male","Parent-Helper","Adult-Young",0,0,35,1,1,0
"351","54346222","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Fledgling",0,3,51,11,16,0
"352","54346218","NIS","Autumn",15,"Male-Male","Parent-Helper","Adult-Fledgling",0,3,38,1,2,1
"353","54346221","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Fledgling",1,1,24,1,2,0
"354","52785818","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Adult",0,5,22,0,0,0
"355","52786009","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Yearling",0,3,24,2,1,0
"356","52786010","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Yearling",0,2,26,0,0,0
"357","52786086","NIS","Autumn",15,"Female-Female","Parent-Helper","Adult-Yearling",0,2,28,0,0,0
"358","52786136","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Young",0,1,28,0,0,0
"359","52786138","NIS","Autumn",15,"Female-Female","Parent-Helper","Adult-Young",0,4,24,0,0,0
"360","52786135","NIS","Autumn",15,"Female-Female","Parent-Helper","Adult-Young",0,1,23,0,0,0
"361","52786161","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Young",0,2,31,0,0,0
"362","52786163","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Young",0,2,23,0,0,0
"363","52786164","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Young",0,1,21,0,0,1
"364","52786222","NIS","Autumn",15,"Female-Female","Parent-Helper","Adult-Fledgling",0,2,27,2,0,0
"365","52786218","NIS","Autumn",15,"Male-Female","Parent-Helper","Adult-Fledgling",0,1,18,0,0,0
"366","52786221","NIS","Autumn",15,"Female-Female","Parent-Helper","Adult-Fledgling",0,2,24,0,0,0
"367","58186009","NIS","Autumn",15,"Male-Male","Helper-Helper","Adult-Yearling",1,10,48,2,1,0
"368","58186010","NIS","Autumn",15,"Male-Male","Helper-Helper","Adult-Yearling",0,11,43,1,2,0
"369","58186086","NIS","Autumn",15,"Male-Female","Helper-Helper","Adult-Yearling",0,6,27,3,2,0
"370","58186136","NIS","Autumn",15,"Male-Male","Helper-Helper","Adult-Young",0,10,47,3,0,0
"371","58186138","NIS","Autumn",15,"Male-Female","Helper-Helper","Adult-Young",0,9,29,0,1,0
"372","58186135","NIS","Autumn",15,"Male-Female","Helper-Helper","Adult-Young",0,6,30,0,1,0
"373","58186161","NIS","Autumn",15,"Male-Male","Helper-Helper","Adult-Young",0,8,44,0,5,0
"374","58186163","NIS","Autumn",15,"Male-Male","Helper-Helper","Adult-Young",1,3,42,1,3,0
"375","58186164","NIS","Autumn",15,"Male-Male","Helper-Helper","Adult-Young",0,3,41,0,0,0
"376","58186222","NIS","Autumn",15,"Male-Female","Helper-Helper","Adult-Fledgling",0,3,40,4,7,0
"377","58186218","NIS","Autumn",15,"Male-Male","Helper-Helper","Adult-Fledgling",1,5,25,1,3,0
"378","58186221","NIS","Autumn",15,"Male-Female","Helper-Helper","Adult-Fledgling",1,3,28,1,0,0
"379","60096010","NIS","Autumn",15,"Male-Male","Helper-Helper","Yearling-Yearling",7,6,69,5,2,0
"380","60096086","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Yearling",14,3,67,0,4,1
"381","60096136","NIS","Autumn",15,"Male-Male","Helper-Helper","Yearling-Young",9,4,71,1,0,0
"382","60096138","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Young",4,4,46,0,0,0
"383","60096135","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Young",10,5,47,3,1,1
"384","60096161","NIS","Autumn",15,"Male-Male","Helper-Helper","Yearling-Young",6,3,57,2,1,1
"385","60096163","NIS","Autumn",15,"Male-Male","Helper-Helper","Yearling-Young",5,2,43,0,0,0
"386","60096164","NIS","Autumn",15,"Male-Male","Helper-Helper","Yearling-Young",5,3,45,4,2,0
"387","60096222","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Fledgling",6,3,63,4,9,1
"388","60096218","NIS","Autumn",15,"Male-Male","Helper-Helper","Yearling-Fledgling",3,4,30,1,0,0
"389","60096221","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Fledgling",3,2,43,1,0,0
"390","60106086","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Yearling",8,2,58,1,1,0
"391","60106136","NIS","Autumn",15,"Male-Male","Helper-Helper","Yearling-Young",4,4,57,3,0,0
"392","60106138","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Young",9,5,46,0,0,0
"393","60106135","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Young",11,5,35,2,2,1
"394","60106161","NIS","Autumn",15,"Male-Male","Helper-Helper","Yearling-Young",5,4,58,0,2,1
"395","60106163","NIS","Autumn",15,"Male-Male","Helper-Helper","Yearling-Young",4,2,43,1,0,0
"396","60106164","NIS","Autumn",15,"Male-Male","Helper-Helper","Yearling-Young",5,1,45,1,0,0
"397","60106222","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Fledgling",1,1,39,1,1,0
"398","60106218","NIS","Autumn",15,"Male-Male","Helper-Helper","Yearling-Fledgling",5,2,32,0,1,0
"399","60106221","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Fledgling",3,2,26,0,1,0
"400","60866136","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Young",7,2,67,3,1,0
"401","60866138","NIS","Autumn",15,"Female-Female","Helper-Helper","Yearling-Young",7,1,51,0,0,1
"402","60866135","NIS","Autumn",15,"Female-Female","Helper-Helper","Yearling-Young",12,3,48,4,1,0
"403","60866161","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Young",8,1,52,0,0,1
"404","60866163","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Young",4,3,42,0,0,0
"405","60866164","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Young",6,2,45,0,1,0
"406","60866222","NIS","Autumn",15,"Female-Female","Helper-Helper","Yearling-Fledgling",6,3,60,8,7,2
"407","60866218","NIS","Autumn",15,"Male-Female","Helper-Helper","Yearling-Fledgling",8,3,33,0,2,4
"408","60866221","NIS","Autumn",15,"Female-Female","Helper-Helper","Yearling-Fledgling",4,3,30,2,0,0
"409","61366138","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Young",2,6,52,1,2,0
"410","61366135","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Young",2,4,39,0,2,0
"411","61366161","NIS","Autumn",15,"Male-Male","Helper-Helper","Young-Young",6,5,66,2,6,0
"412","61366163","NIS","Autumn",15,"Male-Male","Helper-Helper","Young-Young",5,1,52,0,1,0
"413","61366164","NIS","Autumn",15,"Male-Male","Helper-Helper","Young-Young",5,3,59,2,9,0
"414","61366222","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Fledgling",5,1,71,3,8,0
"415","61366218","NIS","Autumn",15,"Male-Male","Helper-Helper","Young-Fledgling",2,2,41,1,1,0
"416","61366221","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Fledgling",3,2,52,0,3,0
"417","61386135","NIS","Autumn",15,"Female-Female","Helper-Helper","Young-Young",14,8,45,0,0,1
"418","61386161","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Young",5,9,53,1,1,0
"419","61386163","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Young",5,4,48,0,1,0
"420","61386164","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Young",5,2,47,2,1,0
"421","61386222","NIS","Autumn",15,"Female-Female","Helper-Helper","Young-Fledgling",2,1,55,0,0,0
"422","61386218","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Fledgling",5,4,34,1,1,0
"423","61386221","NIS","Autumn",15,"Female-Female","Helper-Helper","Young-Fledgling",4,4,45,1,0,1
"424","61356161","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Young",8,7,47,4,1,0
"425","61356163","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Young",11,1,35,1,0,0
"426","61356164","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Young",6,2,34,0,0,0
"427","61356222","NIS","Autumn",15,"Female-Female","Helper-Helper","Young-Fledgling",6,1,35,2,0,1
"428","61356218","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Fledgling",10,4,26,2,0,0
"429","61356221","NIS","Autumn",15,"Female-Female","Helper-Helper","Young-Fledgling",5,2,22,1,0,0
"430","61616163","NIS","Autumn",15,"Male-Male","Helper-Helper","Young-Young",5,1,55,3,1,0
"431","61616164","NIS","Autumn",15,"Male-Male","Helper-Helper","Young-Young",5,2,52,1,1,0
"432","61616222","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Fledgling",3,1,61,5,6,0
"433","61616218","NIS","Autumn",15,"Male-Male","Helper-Helper","Young-Fledgling",1,4,34,1,0,0
"434","61616221","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Fledgling",3,2,45,0,0,0
"435","61636164","NIS","Autumn",15,"Male-Male","Helper-Helper","Young-Young",6,1,46,1,0,0
"436","61636222","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Fledgling",5,1,51,3,8,0
"437","61636218","NIS","Autumn",15,"Male-Male","Helper-Helper","Young-Fledgling",7,4,25,0,0,0
"438","61636221","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Fledgling",5,1,36,1,1,0
"439","61646222","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Fledgling",4,1,63,0,0,0
"440","61646218","NIS","Autumn",15,"Male-Male","Helper-Helper","Young-Fledgling",5,1,54,1,0,0
"441","61646221","NIS","Autumn",15,"Male-Female","Helper-Helper","Young-Fledgling",3,1,49,0,4,0
"442","62226218","NIS","Autumn",15,"Male-Female","Helper-Helper","Fledgling-Fledgling",8,5,38,0,3,1
"443","62226221","NIS","Autumn",15,"Female-Female","Helper-Helper","Fledgling-Fledgling",3,6,46,1,7,0
"444","62186221","NIS","Autumn",15,"Male-Female","Helper-Helper","Fledgling-Fledgling",6,8,34,1,2,0
"445","54345278","NIS","Winter",14,"Male-Female","Parent-Parent","Adult-Adult",0,4,38,0,1,0
"446","54345818","NIS","Winter",14,"Male-Male","Parent-Helper","Adult-Adult",0,2,46,1,0,0
"447","54346009","NIS","Winter",14,"Male-Male","Parent-Helper","Adult-Yearling",0,3,48,0,0,0
"448","54346010","NIS","Winter",14,"Male-Male","Parent-Helper","Adult-Yearling",0,1,48,0,0,0
"449","54346136","NIS","Winter",14,"Male-Male","Parent-Helper","Adult-Young",0,3,36,1,2,0
"450","54346138","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Young",0,2,42,1,3,0
"451","54346135","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Young",0,3,36,0,1,0
"452","54346161","NIS","Winter",14,"Male-Male","Parent-Helper","Adult-Young",0,3,38,1,1,0
"453","54346163","NIS","Winter",14,"Male-Male","Parent-Helper","Adult-Young",0,3,30,0,0,1
"454","54346164","NIS","Winter",14,"Male-Male","Parent-Helper","Adult-Young",0,4,38,2,0,0
"455","54346222","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Young",0,3,34,0,0,1
"456","54346218","NIS","Winter",14,"Male-Male","Parent-Helper","Adult-Young",0,4,27,0,0,1
"457","54346221","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Young",0,1,37,0,0,0
"458","52785818","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Adult",0,1,38,0,0,0
"459","52786009","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Yearling",0,2,50,1,0,0
"460","52786010","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Yearling",0,1,44,0,0,0
"461","52786136","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Young",0,2,33,3,0,0
"462","52786138","NIS","Winter",14,"Female-Female","Parent-Helper","Adult-Young",0,1,38,2,0,0
"463","52786135","NIS","Winter",14,"Female-Female","Parent-Helper","Adult-Young",0,4,38,0,0,0
"464","52786161","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Young",0,1,39,2,2,1
"465","52786163","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Young",0,2,30,0,0,0
"466","52786164","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Young",0,3,38,0,0,0
"467","52786222","NIS","Winter",14,"Female-Female","Parent-Helper","Adult-Young",0,3,36,1,0,0
"468","52786218","NIS","Winter",14,"Male-Female","Parent-Helper","Adult-Young",0,0,29,0,0,0
"469","52786221","NIS","Winter",14,"Female-Female","Parent-Helper","Adult-Young",0,1,45,3,0,0
"470","58186009","NIS","Winter",14,"Male-Male","Helper-Helper","Adult-Yearling",0,2,42,3,1,0
"471","58186010","NIS","Winter",14,"Male-Male","Helper-Helper","Adult-Yearling",0,2,58,0,0,0
"472","58186136","NIS","Winter",14,"Male-Male","Helper-Helper","Adult-Young",0,1,38,0,1,0
"473","58186138","NIS","Winter",14,"Male-Female","Helper-Helper","Adult-Young",0,0,44,0,0,0
"474","58186135","NIS","Winter",14,"Male-Female","Helper-Helper","Adult-Young",0,3,36,1,1,0
"475","58186161","NIS","Winter",14,"Male-Male","Helper-Helper","Adult-Young",0,1,35,0,0,0
"476","58186163","NIS","Winter",14,"Male-Male","Helper-Helper","Adult-Young",0,3,28,0,0,0
"477","58186164","NIS","Winter",14,"Male-Male","Helper-Helper","Adult-Young",0,1,42,2,2,0
"478","58186222","NIS","Winter",14,"Male-Female","Helper-Helper","Adult-Young",0,2,32,0,0,0
"479","58186218","NIS","Winter",14,"Male-Male","Helper-Helper","Adult-Young",0,3,20,0,0,0
"480","58186221","NIS","Winter",14,"Male-Female","Helper-Helper","Adult-Young",0,1,32,0,0,0
"481","60096010","NIS","Winter",14,"Male-Male","Helper-Helper","Yearling-Yearling",0,4,59,1,0,0
"482","60096136","NIS","Winter",14,"Male-Male","Helper-Helper","Yearling-Young",0,2,56,1,0,0
"483","60096138","NIS","Winter",14,"Male-Female","Helper-Helper","Yearling-Young",0,1,57,0,0,0
"484","60096135","NIS","Winter",14,"Male-Female","Helper-Helper","Yearling-Young",0,3,44,0,2,0
"485","60096161","NIS","Winter",14,"Male-Male","Helper-Helper","Yearling-Young",0,2,53,2,0,0
"486","60096163","NIS","Winter",14,"Male-Male","Helper-Helper","Yearling-Young",0,2,38,1,0,0
"487","60096164","NIS","Winter",14,"Male-Male","Helper-Helper","Yearling-Young",0,2,49,1,0,0
"488","60096222","NIS","Winter",14,"Male-Female","Helper-Helper","Yearling-Young",0,3,39,1,0,0
"489","60096218","NIS","Winter",14,"Male-Male","Helper-Helper","Yearling-Young",0,0,37,0,0,0
"490","60096221","NIS","Winter",14,"Male-Female","Helper-Helper","Yearling-Young",0,2,58,0,3,0
"491","60106136","NIS","Winter",14,"Male-Male","Helper-Helper","Yearling-Young",0,1,59,1,1,0
"492","60106138","NIS","Winter",14,"Male-Female","Helper-Helper","Yearling-Young",0,2,76,0,1,0
"493","60106135","NIS","Winter",14,"Male-Female","Helper-Helper","Yearling-Young",0,3,51,1,2,0
"494","60106161","NIS","Winter",14,"Male-Male","Helper-Helper","Yearling-Young",0,2,59,5,4,0
"495","60106163","NIS","Winter",14,"Male-Male","Helper-Helper","Yearling-Young",0,0,50,0,0,0
"496","60106164","NIS","Winter",14,"Male-Male","Helper-Helper","Yearling-Young",0,0,51,1,1,0
"497","60106222","NIS","Winter",14,"Male-Female","Helper-Helper","Yearling-Young",1,1,39,0,0,0
"498","60106218","NIS","Winter",14,"Male-Male","Helper-Helper","Yearling-Young",0,1,32,0,0,0
"499","60106221","NIS","Winter",14,"Male-Female","Helper-Helper","Yearling-Young",0,0,52,0,0,0
"500","61366138","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,6,53,0,0,0
"501","61366135","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",2,7,42,0,1,0
"502","61366161","NIS","Winter",14,"Male-Male","Helper-Helper","Young-Young",0,2,53,3,3,0
"503","61366163","NIS","Winter",14,"Male-Male","Helper-Helper","Young-Young",0,3,36,1,0,0
"504","61366164","NIS","Winter",14,"Male-Male","Helper-Helper","Young-Young",0,5,49,1,1,0
"505","61366222","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,4,41,0,2,0
"506","61366218","NIS","Winter",14,"Male-Male","Helper-Helper","Young-Young",1,1,37,0,3,0
"507","61366221","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,1,46,1,6,0
"508","61386135","NIS","Winter",14,"Female-Female","Helper-Helper","Young-Young",0,4,63,0,0,0
"509","61386161","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,2,58,3,3,0
"510","61386163","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,2,48,1,1,0
"511","61386164","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,6,69,0,0,0
"512","61386222","NIS","Winter",14,"Female-Female","Helper-Helper","Young-Young",0,4,43,0,1,0
"513","61386218","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,2,39,0,0,0
"514","61386221","NIS","Winter",14,"Female-Female","Helper-Helper","Young-Young",0,2,61,1,1,0
"515","61356161","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,2,43,0,0,0
"516","61356163","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",1,3,47,0,0,0
"517","61356164","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,3,59,1,1,0
"518","61356222","NIS","Winter",14,"Female-Female","Helper-Helper","Young-Young",0,4,43,1,0,0
"519","61356218","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",1,2,31,0,0,0
"520","61356221","NIS","Winter",14,"Female-Female","Helper-Helper","Young-Young",0,1,50,3,4,0
"521","61616163","NIS","Winter",14,"Male-Male","Helper-Helper","Young-Young",0,1,42,0,1,0
"522","61616164","NIS","Winter",14,"Male-Male","Helper-Helper","Young-Young",0,3,56,0,1,0
"523","61616222","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,2,54,1,0,0
"524","61616218","NIS","Winter",14,"Male-Male","Helper-Helper","Young-Young",0,0,43,0,0,0
"525","61616221","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,1,63,0,0,0
"526","61636164","NIS","Winter",14,"Male-Male","Helper-Helper","Young-Young",0,3,57,2,4,0
"527","61636222","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,2,38,0,0,0
"528","61636218","NIS","Winter",14,"Male-Male","Helper-Helper","Young-Young",0,1,30,1,1,0
"529","61636221","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,1,46,1,1,0
"530","61646222","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,4,66,0,0,0
"531","61646218","NIS","Winter",14,"Male-Male","Helper-Helper","Young-Young",0,3,47,0,2,0
"532","61646221","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,1,63,2,3,0
"533","62226218","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,0,39,0,3,0
"534","62226221","NIS","Winter",14,"Female-Female","Helper-Helper","Young-Young",0,1,50,2,4,0
"535","62186221","NIS","Winter",14,"Male-Female","Helper-Helper","Young-Young",0,0,45,0,2,2
"536","55805474","THG","Autumn",6,"Male-Female","Parent-Parent","Adult-Adult",1,5,15,4,12,5
"537","55806079","THG","Autumn",6,"Male-Female","Parent-Helper","Adult-Fledgling",2,4,23,2,0,0
"538","55806078","THG","Autumn",6,"Male-Male","Parent-Helper","Adult-Fledgling",2,4,18,1,1,0
"539","55806081","THG","Autumn",6,"Male-Male","Parent-Helper","Adult-Fledgling",1,5,26,0,0,0
"540","55806080","THG","Autumn",6,"Male-Female","Parent-Helper","Adult-Fledgling",1,2,22,3,0,0
"541","54746079","THG","Autumn",6,"Female-Female","Parent-Helper","Adult-Fledgling",6,10,42,20,0,0
"542","54746078","THG","Autumn",6,"Male-Female","Parent-Helper","Adult-Fledgling",5,5,38,7,0,0
"543","54746081","THG","Autumn",6,"Male-Female","Parent-Helper","Adult-Fledgling",4,10,38,4,0,1
"544","54746080","THG","Autumn",6,"Female-Female","Parent-Helper","Adult-Fledgling",7,9,45,12,0,0
"545","60796078","THG","Autumn",6,"Male-Female","Helper-Helper","Fledgling-Fledgling",42,12,60,7,5,5
"546","60796081","THG","Autumn",6,"Male-Female","Helper-Helper","Fledgling-Fledgling",33,14,63,7,2,0
"547","60796080","THG","Autumn",6,"Female-Female","Helper-Helper","Fledgling-Fledgling",44,7,63,6,2,4
"548","60786081","THG","Autumn",6,"Male-Male","Helper-Helper","Fledgling-Fledgling",31,10,66,10,2,0
"549","60786080","THG","Autumn",6,"Male-Female","Helper-Helper","Fledgling-Fledgling",41,8,74,7,4,0
"550","60816080","THG","Autumn",6,"Male-Female","Helper-Helper","Fledgling-Fledgling",24,4,61,7,1,0
"551","55805474","THG","Winter",6,"Male-Female","Parent-Parent","Adult-Adult",0,0,6,0,1,0
"552","55806079","THG","Winter",6,"Male-Female","Parent-Helper","Adult-Young",0,1,15,1,0,0
"553","55806078","THG","Winter",6,"Male-Male","Parent-Helper","Adult-Young",0,0,11,2,1,0
"554","55806081","THG","Winter",6,"Male-Male","Parent-Helper","Adult-Young",0,1,15,2,0,0
"555","55806080","THG","Winter",6,"Male-Female","Parent-Helper","Adult-Young",0,1,17,3,0,0
"556","54746079","THG","Winter",6,"Female-Female","Parent-Helper","Adult-Young",0,1,12,1,0,0
"557","54746078","THG","Winter",6,"Male-Female","Parent-Helper","Adult-Young",0,1,10,1,0,0
"558","54746081","THG","Winter",6,"Male-Female","Parent-Helper","Adult-Young",0,0,13,2,0,0
"559","54746080","THG","Winter",6,"Female-Female","Parent-Helper","Adult-Young",0,0,15,0,0,0
"560","60796078","THG","Winter",6,"Male-Female","Helper-Helper","Young-Young",2,0,21,7,6,0
"561","60796081","THG","Winter",6,"Male-Female","Helper-Helper","Young-Young",4,0,32,4,2,0
"562","60796080","THG","Winter",6,"Female-Female","Helper-Helper","Young-Young",6,0,20,4,1,0
"563","60786081","THG","Winter",6,"Male-Male","Helper-Helper","Young-Young",3,0,20,2,4,0
"564","60786080","THG","Winter",6,"Male-Female","Helper-Helper","Young-Young",2,0,20,2,1,0
"565","60816080","THG","Winter",6,"Male-Female","Helper-Helper","Young-Young",6,1,22,1,2,0
"566","55805474","THG","Autumn",10,"Male-Female","Parent-Parent","Adult-Adult",0,0,29,0,16,2
"567","55806081","THG","Autumn",10,"Male-Male","Parent-Helper","Adult-Yearling",5,5,33,1,0,0
"568","55806079","THG","Autumn",10,"Male-Female","Parent-Helper","Adult-Yearling",1,4,21,1,0,0
"569","55806078","THG","Autumn",10,"Male-Male","Parent-Helper","Adult-Yearling",1,6,32,0,3,0
"570","55806080","THG","Autumn",10,"Male-Female","Parent-Helper","Adult-Yearling",0,5,24,2,1,0
"571","55806169","THG","Autumn",10,"Male-Female","Parent-Helper","Adult-Young",1,1,23,0,0,0
"572","55806171","THG","Autumn",10,"Male-Female","Parent-Helper","Adult-Young",1,3,25,5,4,0
"573","55806170","THG","Autumn",10,"Male-Female","Parent-Helper","Adult-Young",3,2,17,3,0,0
"574","55806234","THG","Autumn",10,"Male-Female","Parent-Helper","Adult-Fledgling",1,1,24,1,1,2
"575","54746081","THG","Autumn",10,"Male-Female","Parent-Helper","Adult-Yearling",1,0,38,1,0,1
"576","54746079","THG","Autumn",10,"Female-Female","Parent-Helper","Adult-Yearling",0,2,37,4,0,0
"577","54746078","THG","Autumn",10,"Male-Female","Parent-Helper","Adult-Yearling",0,4,42,3,0,0
"578","54746080","THG","Autumn",10,"Female-Female","Parent-Helper","Adult-Yearling",0,0,32,3,0,0
"579","54746169","THG","Autumn",10,"Female-Female","Parent-Helper","Adult-Young",1,1,46,6,0,0
"580","54746171","THG","Autumn",10,"Female-Female","Parent-Helper","Adult-Young",0,0,45,1,0,0
"581","54746170","THG","Autumn",10,"Female-Female","Parent-Helper","Adult-Young",0,2,33,1,0,0
"582","54746234","THG","Autumn",10,"Female-Female","Parent-Helper","Adult-Fledgling",0,2,35,3,0,0
"583","60816079","THG","Autumn",10,"Male-Female","Helper-Helper","Yearling-Yearling",9,5,62,3,1,0
"584","60816078","THG","Autumn",10,"Male-Male","Helper-Helper","Yearling-Yearling",11,3,54,3,0,0
"585","60816080","THG","Autumn",10,"Male-Female","Helper-Helper","Yearling-Yearling",3,4,63,0,0,0
"586","60816169","THG","Autumn",10,"Male-Female","Helper-Helper","Yearling-Young",16,7,74,1,0,0
"587","60816171","THG","Autumn",10,"Male-Female","Helper-Helper","Yearling-Young",10,1,55,1,0,1
"588","60816170","THG","Autumn",10,"Male-Female","Helper-Helper","Yearling-Young",10,3,49,4,1,1
"589","60816234","THG","Autumn",10,"Male-Female","Helper-Helper","Yearling-Fledgling",13,1,67,3,1,4
"590","60796078","THG","Autumn",10,"Male-Female","Helper-Helper","Yearling-Yearling",10,7,66,5,2,0
"591","60796080","THG","Autumn",10,"Female-Female","Helper-Helper","Yearling-Yearling",3,4,52,0,0,0
"592","60796169","THG","Autumn",10,"Female-Female","Helper-Helper","Yearling-Young",19,6,59,8,2,2
"593","60796171","THG","Autumn",10,"Female-Female","Helper-Helper","Yearling-Young",12,3,55,3,0,1
"594","60796170","THG","Autumn",10,"Female-Female","Helper-Helper","Yearling-Young",15,4,52,11,3,2
"595","60796234","THG","Autumn",10,"Female-Female","Helper-Helper","Yearling-Fledgling",14,3,44,7,8,1
"596","60786080","THG","Autumn",10,"Male-Female","Helper-Helper","Yearling-Yearling",3,4,53,7,1,0
"597","60786169","THG","Autumn",10,"Male-Female","Helper-Helper","Yearling-Young",15,3,67,10,3,0
"598","60786171","THG","Autumn",10,"Male-Female","Helper-Helper","Yearling-Young",8,4,56,1,0,0
