"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,0,0,0
"2",0,0,0,0,0,0
"3",0,0,0,2,4,6
"4",0,0,2,0,3,2
"5",0,0,4,3,0,6
"6",0,0,6,2,6,0
