Unnamed: 0,1,2,3,4,5,6,7,8,9
1,0,0,0,16,24,9,11,18,28
2,0,0,7,7,5,8,4,4,24
3,0,7,0,3,4,6,4,3,28
4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,2,2,0,0
6,0,0,0,0,0,0,1,0,0
7,0,0,0,0,2,1,0,5,1
8,0,0,0,0,1,0,0,0,0
9,0,0,0,0,0,0,0,0,0
