Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
V1,0,0,1,1,5,0,1,3,1,1
V2,0,0,0,0,1,0,0,0,1,0
V3,1,0,0,10,9,3,12,15,19,14
V4,1,0,10,0,11,3,8,16,15,15
V5,5,1,9,11,0,3,10,10,16,13
V6,0,0,3,3,3,0,3,7,4,4
V7,1,0,12,8,10,3,0,8,13,14
V8,3,0,15,16,10,7,8,0,19,22
V9,1,1,19,15,16,4,13,19,0,22
V10,1,0,14,15,13,4,14,22,22,0
