Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
V1,0,12,0,0,0,0,0,2,0,0
V2,0,0,2,1,2,4,2,2,0,0
V3,0,0,0,1,0,0,0,0,0,0
V4,0,0,1,0,0,0,0,0,0,0
V5,0,0,0,2,0,0,1,0,0,1
V6,0,0,0,1,0,0,0,2,1,2
V7,0,3,1,0,0,0,0,2,0,0
V8,1,2,1,1,3,2,3,0,6,4
V9,0,1,0,1,1,1,0,0,0,1
V10,0,0,1,0,0,0,0,0,0,0
