"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0,3,2,3,2,5,2,1
"2",0,0,0,1,0,0,0,0
"3",0,0,0,3,9,1,1,2
"4",0,0,0,0,0,3,3,0
"5",0,0,0,3,0,6,1,3
"6",0,0,0,0,0,0,9,4
"7",0,0,0,0,0,0,0,13
"8",0,0,0,0,0,0,0,0
