,1,2,3,4,5,6,7,8
1,0,10,4,7,5,10,12,6
2,0,0,5,6,4,7,7,3
3,0,0,0,6,5,3,2,4
4,0,0,0,0,7,6,5,6
5,0,0,0,0,0,4,5,3
6,0,0,0,0,0,0,5,7
7,0,0,0,0,0,0,0,4
8,0,0,0,0,0,0,0,0
