"","V1","V2","V3","V4","V5","V6"
"1",0,5,1,0,1,2
"2",0,0,0,1,1,2
"3",0,0,0,3,0,5
"4",0,0,0,0,3,1
"5",0,0,0,0,0,1
"6",0,0,0,0,0,0
