"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,0,0,0
"2",0,0,0,0,0,0
"3",0,0,0,1,1,0
"4",0,0,1,0,0,1
"5",0,0,1,0,0,0
"6",0,0,0,1,0,0
