,1,2,3,4,5,6,7,8
1,0,5,1,4,4,2,5,1
2,0,0,6,3,5,5,2,4
3,0,0,0,2,1,3,2,2
4,0,0,0,0,1,3,4,1
5,0,0,0,0,0,3,1,3
6,0,0,0,0,0,0,3,3
7,0,0,0,0,0,0,0,2
8,0,0,0,0,0,0,0,0
