,ID27,ID29,ID41,ID61,ID69,ID70
ID27,0,0.005976096,0.001703578,0.005084746,0.006389776,0.027131783
ID29,0.005976096,0,0.013888889,0,0.006430868,0.003816794
ID41,0.005110733,0.010416667,0,0.020967742,0.016819572,0.001658375
ID61,0.001694915,0,0.020967742,0,0.029503106,0
ID69,0,0.009646302,0.00764526,0.00621118,0.000906618,0.001531394
ID70,0.023255814,0.003816794,0.004975124,0.003267974,0,0
