,1,2,3,4,5,6,7,8
1,0,8,2,5,5,1,3,3
2,0,0,2,7,8,2,2,6
3,0,0,0,2,3,1,1,1
4,0,0,0,0,7,3,2,6
5,0,0,0,0,0,4,2,5
6,0,0,0,0,0,0,2,3
7,0,0,0,0,0,0,0,2
8,0,0,0,0,0,0,0,0
