,1,2,3,4,5,6,7,8
1,0,6,4,7,4,6,5,5
2,0,0,6,5,6,7,5,6
3,0,0,0,5,6,4,4,5
4,0,0,0,0,5,8,6,5
5,0,0,0,0,0,5,4,7
6,0,0,0,0,0,0,5,5
7,0,0,0,0,0,0,0,3
8,0,0,0,0,0,0,0,0
