"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0,14,3,0,1,1,0,3,0
"2",0,0,0,1,0,0,0,0,0
"3",0,0,0,4,5,3,1,0,3
"4",0,0,0,0,4,6,0,0,4
"5",0,0,0,0,0,0,0,2,1
"6",0,0,0,0,0,0,2,4,0
"7",0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,1,0,4
"9",0,0,0,0,0,0,4,0,0
