,1,2,3,4,5,6,7,8
1,0,3,7,4,3,6,8,5
2,0,0,3,2,3,5,3,3
3,0,0,0,4,2,7,2,5
4,0,0,0,0,2,3,3,5
5,0,0,0,0,0,3,3,2
6,0,0,0,0,0,0,4,3
7,0,0,0,0,0,0,0,3
8,0,0,0,0,0,0,0,0
