Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
V1,0,30,16,14,14,15,19,18,11,15
V2,30,0,24,25,22,29,26,26,20,25
V3,16,24,0,15,18,25,27,21,22,20
V4,14,25,15,0,23,17,18,17,14,19
V5,14,22,18,23,0,17,26,21,16,18
V6,15,29,25,17,17,0,27,30,20,18
V7,19,26,27,18,26,27,0,30,20,25
V8,18,26,21,17,21,30,30,0,19,23
V9,11,20,22,14,16,20,20,19,0,20
V10,15,25,20,19,18,18,25,23,20,0
