Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
V1,0,13,16,10,11,12,7,14,22,12
V2,13,0,19,16,11,14,11,14,24,22
V3,16,19,0,27,20,27,16,20,38,27
V4,10,16,27,0,20,27,18,25,36,41
V5,11,11,20,20,0,21,11,23,24,20
V6,12,14,27,27,21,0,27,30,28,30
V7,7,11,16,18,11,27,0,19,21,21
V8,14,14,20,25,23,30,19,0,27,26
V9,22,24,38,36,24,28,21,27,0,47
V10,12,22,27,41,20,30,21,26,47,0
