,1,2,3,4,5,6,7,8
1,0,11,8,8,12,9,12,11
2,0,0,8,7,10,10,10,11
3,0,0,0,4,7,6,8,8
4,0,0,0,0,6,6,8,7
5,0,0,0,0,0,9,13,11
6,0,0,0,0,0,0,9,11
7,0,0,0,0,0,0,0,11
8,0,0,0,0,0,0,0,0
