,1,2,3,4,5,6,7,8
1,0,4,6,5,3,5,4,1
2,0,0,5,4,3,6,4,2
3,0,0,0,7,1,4,3,1
4,0,0,0,0,2,5,6,2
5,0,0,0,0,0,2,4,2
6,0,0,0,0,0,0,5,2
7,0,0,0,0,0,0,0,2
8,0,0,0,0,0,0,0,0
