,1,2,3,4,5,6,7,8
1,0,12,13,12,12,11,11,9
2,0,0,15,14,14,12,10,10
3,0,0,0,14,14,12,10,10
4,0,0,0,0,14,12,10,10
5,0,0,0,0,0,12,11,9
6,0,0,0,0,0,0,9,9
7,0,0,0,0,0,0,0,9
8,0,0,0,0,0,0,0,0
