Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
V1,0,2,0,0,1,0,1,1,6,8
V2,0,0,0,0,0,0,1,0,10,7
V3,0,0,0,2,3,0,0,0,9,6
V4,0,0,0,0,1,1,1,1,9,13
V5,0,0,0,0,0,0,0,1,5,6
V6,0,0,0,0,0,0,1,0,11,8
V7,0,0,0,0,0,1,0,0,1,0
V8,0,0,0,0,0,0,0,0,4,5
V9,0,0,0,0,0,0,0,0,0,0
V10,0,0,0,0,0,0,0,0,0,0
