"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,2,0,0,1,0,1,1,6,8
"2",0,0,0,0,0,0,1,0,10,7
"3",0,0,0,2,3,0,0,0,9,6
"4",0,0,0,0,1,1,1,1,9,13
"5",0,0,0,0,0,0,0,1,5,6
"6",0,0,0,0,0,0,1,0,11,8
"7",0,0,0,0,0,1,0,0,1,0
"8",0,0,0,0,0,0,0,0,4,5
"9",0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0
