,1,2,3,4,5,6,7,8
1,0,7,3,3,4,2,1,2
2,0,0,6,1,3,1,1,2
3,0,0,0,0,2,2,4,3
4,0,0,0,0,1,2,1,1
5,0,0,0,0,0,2,2,3
6,0,0,0,0,0,0,6,1
7,0,0,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0
