"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0,1,0,0,0,1,0,0
"2",0,0,1,0,3,1,0,3
"3",0,0,0,4,1,1,0,0
"4",0,0,0,0,1,0,1,0
"5",0,0,0,0,0,2,3,3
"6",0,0,0,0,0,0,1,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
