Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
V1,0,0,0,0,0,0,0,0,1,0
V2,0,0,0,0,0,0,0,0,0,0
V3,2,0,0,0,1,1,1,0,0,0
V4,1,0,0,0,1,0,0,0,0,0
V5,1,1,0,0,0,1,1,1,3,0
V6,0,0,0,0,0,0,3,0,0,0
V7,3,0,0,0,0,0,0,0,2,1
V8,0,0,0,0,2,1,0,0,0,0
V9,2,0,4,1,0,0,3,1,0,2
V10,4,1,0,0,2,0,1,1,0,0
