Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
V1,0,0,0,8,0,1,8,5,2,1,0
V2,0,0,0,0,0,0,0,0,0,0,0
V3,0,0,0,1,1,0,4,0,0,0,1
V4,0,0,0,0,0,0,1,0,0,0,0
V5,0,0,0,0,0,2,1,0,3,0,1
V6,0,0,0,0,0,0,1,0,0,0,0
V7,0,0,0,0,0,0,0,3,1,5,2
V8,0,0,0,0,0,0,0,0,3,1,1
V9,0,0,0,0,0,0,0,0,0,2,1
V10,0,0,0,0,0,0,0,0,0,0,3
V11,0,0,0,0,0,0,0,0,0,0,0
