Unnamed: 0,1,2,3,4,5,6,7,8,9
1,0,5,2,1,11,0,11,4,36
2,5,0,9,0,5,0,6,5,31
3,0,3,0,2,0,0,7,0,5
4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,1
7,0,0,5,1,0,0,0,0,0
8,0,0,0,0,0,0,0,0,3
9,0,0,0,0,1,0,1,2,0
