Unnamed: 0,V1,V2,V3,V4,V5,V6
V1,0,6,15,11,15,17
V2,6,0,12,10,13,15
V3,15,12,0,21,32,20
V4,11,10,21,0,20,20
V5,15,13,32,20,0,22
V6,17,15,20,20,22,0
