Unnamed: 0,V1,V2,V3,V4,V5,V6
V1,0,5,1,0,1,2
V2,0,0,0,1,1,2
V3,0,0,0,3,0,5
V4,0,0,0,0,3,1
V5,0,0,0,0,0,1
V6,0,0,0,0,0,0
