"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,3,0,0,2,2,0,4,1,6
"2",0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,1,4,1,7,0
"4",0,0,0,0,0,0,2,1,1,2
"5",0,0,0,0,0,1,0,2,1,0
"6",0,0,0,0,0,0,0,0,0,1
"7",0,0,0,0,0,0,0,2,5,4
"8",0,0,0,0,0,0,0,0,3,6
"9",0,0,0,0,0,0,0,2,0,8
"10",0,0,0,0,0,0,0,0,0,0
