,1,2,3,4,5,6,7,8
1,0,7,6,7,11,10,9,9
2,0,0,7,11,7,7,7,7
3,0,0,0,9,6,7,6,7
4,0,0,0,0,6,8,8,8
5,0,0,0,0,0,10,9,10
6,0,0,0,0,0,0,9,13
7,0,0,0,0,0,0,0,9
8,0,0,0,0,0,0,0,0
