,1,2,3,4,5,6,7,8
1,0,8,10,9,9,8,9,10
2,0,0,15,17,17,15,14,15
3,0,0,0,17,17,16,17,18
4,0,0,0,0,15,13,15,18
5,0,0,0,0,0,15,16,16
6,0,0,0,0,0,0,12,15
7,0,0,0,0,0,0,0,18
8,0,0,0,0,0,0,0,0
