Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
V1,0,2,15,6,25,5,3,5,10,22
V2,2,0,1,3,7,5,1,1,1,4
V3,15,1,0,7,14,3,4,5,4,16
V4,6,3,7,0,11,5,6,6,4,7
V5,25,7,14,11,0,6,5,7,8,18
V6,5,5,3,5,6,0,5,5,7,6
V7,3,1,4,6,5,5,0,3,5,5
V8,5,1,5,6,7,5,3,0,5,6
V9,10,1,4,4,8,7,5,5,0,8
V10,22,4,16,7,18,6,5,6,8,0
