,1,2,3,4,5,6,7,8
1,0,5,5,3,7,6,7,4
2,0,0,2,1,3,4,3,1
3,0,0,0,1,3,4,2,4
4,0,0,0,0,1,3,3,2
5,0,0,0,0,0,4,3,3
6,0,0,0,0,0,0,3,4
7,0,0,0,0,0,0,0,3
8,0,0,0,0,0,0,0,0
