Unnamed: 0,28,29,30,31,32,33,34,35,36
28,0,0,0,3,6,9,1,20,27
29,0,0,17,0,14,7,2,0,35
30,0,16,0,0,0,2,3,0,13
31,7,0,0,0,0,1,25,12,15
32,0,0,0,0,0,10,0,0,0
33,0,0,0,0,0,0,0,0,1
34,0,0,1,21,0,1,0,0,3
35,14,0,0,10,9,1,0,0,5
36,0,0,0,0,0,0,0,0,0
