,1,2,3,4,5,6,7,8
1,0,8,6,7,7,4,7,5
2,0,0,8,5,8,4,6,6
3,0,0,0,5,7,6,6,6
4,0,0,0,0,6,2,3,6
5,0,0,0,0,0,3,6,5
6,0,0,0,0,0,0,2,5
7,0,0,0,0,0,0,0,5
8,0,0,0,0,0,0,0,0
