Unnamed: 0,V1,V2,V3,V4,V5,V6,V7
V1,0,0,2,1,1,2,1
V2,0,0,0,0,0,0,0
V3,2,0,0,4,6,6,5
V4,1,0,4,0,4,5,4
V5,1,0,6,4,0,3,7
V6,2,0,6,5,3,0,4
V7,1,0,5,4,7,4,0
