"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0,5,0,0,1,1,0,0
"2",0,0,1,0,3,3,0,1
"3",0,0,0,4,5,0,0,0
"4",0,0,0,0,0,0,0,0
"5",0,0,0,2,0,0,0,2
"6",0,0,0,0,0,0,3,5
"7",0,0,0,0,0,0,0,5
"8",0,0,0,0,0,0,0,0
