"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,0,0,0,0,0,0,0,1,0
"2",0,0,0,0,0,0,0,0,0,0
"3",2,0,0,0,1,1,1,0,0,0
"4",1,0,0,0,1,0,0,0,0,0
"5",1,1,0,0,0,1,1,1,3,0
"6",0,0,0,0,0,0,3,0,0,0
"7",3,0,0,0,0,0,0,0,2,1
"8",0,0,0,0,2,1,0,0,0,0
"9",2,0,4,1,0,0,3,1,0,2
"10",4,1,0,0,2,0,1,1,0,0
