"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,0,0,0
"2",0,0,0,4,2,1
"3",0,0,0,2,1,2
"4",0,4,2,0,2,2
"5",0,2,1,2,0,1
"6",0,1,2,2,1,0
