,1,2,3,4,5,6,7,8
1,0,12,8,9,10,12,11,5
2,0,0,8,10,10,14,11,6
3,0,0,0,11,11,9,11,10
4,0,0,0,0,11,10,14,8
5,0,0,0,0,0,9,11,8
6,0,0,0,0,0,0,11,7
7,0,0,0,0,0,0,0,8
8,0,0,0,0,0,0,0,0
