Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
V1,0,3,1,1,2,1,2,0,2,2
V2,3,0,0,2,1,2,1,0,2,1
V3,1,0,0,4,2,1,2,0,3,3
V4,1,2,4,0,3,1,4,0,2,3
V5,2,1,2,3,0,2,3,0,1,2
V6,1,2,1,1,2,0,2,1,5,4
V7,2,1,2,4,3,2,0,2,4,6
V8,0,0,0,0,0,1,2,0,4,1
V9,2,2,3,2,1,5,4,4,0,5
V10,2,1,3,3,2,4,6,1,5,0
