Unnamed: 0,1,2,3,4,5,6,7,8,9
1,0,0,0,3,9,4,14,5,48
2,0,0,3,3,6,3,8,3,17
3,0,0,0,2,0,1,4,0,18
4,0,0,0,0,0,0,1,0,0
5,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1,0,0
7,0,0,0,0,0,1,0,1,0
8,0,0,0,0,0,0,0,0,1
9,0,0,0,4,0,0,0,0,0
