,1,2,3,4,5,6,7,8
1,0,16,15,10,15,14,15,12
2,0,0,16,14,16,14,17,12
3,0,0,0,16,15,12,18,11
4,0,0,0,0,10,8,12,6
5,0,0,0,0,0,10,15,9
6,0,0,0,0,0,0,14,10
7,0,0,0,0,0,0,0,12
8,0,0,0,0,0,0,0,0
