Unnamed: 0,V1,V2,V3,V4,V5,V6,V7
V1,0,0,0,0,0,0,0
V2,0,0,0,0,0,0,0
V3,0,0,0,2,2,1,2
V4,0,0,2,0,3,1,1
V5,0,0,2,3,0,5,5
V6,0,0,1,1,5,0,1
V7,0,0,2,1,5,1,0
