Unnamed: 0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
V1,0,29,21,32,33,24,25,17,23,24
V2,29,0,37,42,38,32,45,33,46,35
V3,21,37,0,66,62,52,55,52,59,44
V4,32,42,66,0,54,53,56,64,67,53
V5,33,38,62,54,0,63,55,49,74,67
V6,24,32,52,53,63,0,61,53,57,56
V7,25,45,55,56,55,61,0,55,51,62
V8,17,33,52,64,49,53,55,0,57,63
V9,23,46,59,67,74,57,51,57,0,67
V10,24,35,44,53,67,56,62,63,67,0
