source,target,weight,Age_Giver,Age_Recipient
Mbmeba,Voreol,1,NA,NA
Mbmeba,Voreol,1,NA,NA
Mbmeba,Voreol,1,NA,NA
Mbmeba,Voreol,1,NA,NA
Addede,Voreol,1,140,NA
Mbmeba,Voreol,1,NA,NA
Sheyhe,Voreol,1,83,NA
Etiath,Voreol,1,54,NA
Mbmeba,Voreol,1,NA,NA
Nieyia,Voreol,1,NA,NA
Mbmeba,Voreol,1,NA,NA
Addede,Voreol,1,141,NA
Mbmeba,Voreol,1,NA,NA
Mbmeba,Voreol,1,NA,NA
Sheyhe,Voreol,1,85,NA
Addede,Voreol,1,141,NA
Sheyhe,Voreol,1,107,NA
Mbmeba,Voreol,1,NA,NA
Addede,Voreol,1,141,NA
Addede,Voreol,1,141,NA
Mbmeba,Voreol,1,NA,NA
Brtero,Voreol,1,97,NA
Mbmeba,Voreol,1,NA,NA
Brtero,Voreol,1,99,NA
Mawial,Voreol,1,33,NA
Mbmeba,Voreol,1,NA,NA
Addede,Voreol,1,141,NA
Brtero,Voreol,1,97,NA
Addede,Voreol,1,140,NA
Mbmeba,Voreol,1,NA,NA
Sheyhe,Voreol,1,83,NA
Mbmeba,Voreol,1,NA,NA
Mbmeba,Voreol,1,NA,NA
Brtero,Voreol,1,97,NA
Brtero,Voreol,1,97,NA
Brtero,Voreol,1,97,NA
Mbmeba,Voreol,1,NA,NA
Sh18he,Voreol,1,19,NA
Etiath,Voreol,1,77,NA
Sheyhe,Voreol,1,107,NA
Mbmeba,Voreol,1,NA,NA
Mawial,Voreol,1,33,NA
Mbmeba,Voreol,1,NA,NA
Mbmeba,Voreol,1,NA,NA
Sheyhe,Voreol,1,83,NA
Thiahe,Voreol,1,57,NA
Brtero,Voreol,1,99,NA
Sheyhe,Voreol,1,84,NA
Sheyhe,Voreol,1,83,NA
Mbmeba,Voreol,1,NA,NA
Mbmeba,Voreol,1,NA,NA
Mbmeba,Voreol,1,NA,NA
Brtero,Voreol,1,99,NA
Sheyhe,Voreol,1,107,NA
Sheyhe,Voreol,1,108,NA
Etiath,Voreol,1,54,NA
Sheyhe,Voreol,1,108,NA
Mbmeba,Voreol,1,NA,NA
Brtero,Voreol,1,97,NA
Nieyia,Voreol,1,NA,NA
Mbmeba,Waceal,1,NA,NA
Thiahe,Waceal,1,57,NA
Thiahe,Waceal,1,57,NA
Etiath,Waceal,1,55,NA
Mawial,Waceal,1,9,NA
Brtero,Waceal,1,98,NA
Mbmeba,Waceal,1,NA,NA
Brtero,Waceal,1,98,NA
Mbmeba,Waceal,1,NA,NA
Mbmeba,Waceal,1,NA,NA
Mbmeba,Waceal,1,NA,NA
Brtero,Waceal,1,98,NA
Sheyhe,Waceal,1,83,NA
Zaiaam,Waceal,1,32,NA
Brtero,Waceal,1,98,NA
Mbmeba,Waceal,1,NA,NA
Mbmeba,Waceal,1,NA,NA
Mbmeba,Waceal,1,NA,NA
Mbmeba,Waceal,1,NA,NA
Nieyia,Waceal,1,NA,NA
Mbmeba,Waceal,1,NA,NA
Zaiaam,Waceal,1,32,NA
Brtero,Waceal,1,98,NA
Mbmeba,Waceal,1,NA,NA
Zaiaam,Waceal,1,32,NA
Nieyia,Waceal,1,NA,NA
Mbmeba,Waceal,1,NA,NA
Mbmeba,Waceal,1,NA,NA
Brtero,Waceal,1,98,NA
Brtero,Waceal,1,98,NA
Mbmeba,Waceal,1,NA,NA
Brtero,Waceal,1,98,NA
Mbmeba,Waceal,1,NA,NA
Zaiaam,Waceal,1,32,NA
Thiahe,Waceal,1,57,NA
Mbmeba,Waceal,1,NA,NA
Brtero,Waceal,1,98,NA
Addede,Zaiaam,1,164,55
Mbmeba,Zaiaam,1,NA,32
Addede,Zaiaam,1,140,31
Etiath,Zaiaam,1,54,32
Etiath,Zaiaam,1,54,32
Chadha,Zaiaam,1,17,32
Addede,Zaiaam,1,141,32
Mawial,Zaiaam,1,10,32
Addede,Zaiaam,1,164,55
Addede,Zaiaam,1,164,55
Addede,Zaiaam,1,140,32
Etiath,Zaiaam,1,54,32
Addede,Zaiaam,1,164,55
Addede,Zaiaam,1,141,32
Faoyat,Zaiaam,1,56,32
Addede,Zaiaam,1,141,32
Addede,Zaiaam,1,141,32
Sineie,Zaiaam,1,73,55
Brtero,Zaiaam,1,122,55
Etiath,Zaiaam,1,55,32
Addede,Zaiaam,1,142,33
Addede,Zaiaam,1,141,32
Etiath,Zaiaam,1,54,32
Addede,Zaiaam,1,140,31
Etiath,Zaiaam,1,78,55
Etiath,Zaiaam,1,78,55
Lomeom,Zaiaam,1,NA,32
Addede,Zaiaam,1,163,54
Addede,Zaiaam,1,164,55
Etiath,Zaiaam,1,77,54
Addede,Zaiaam,1,164,55
Etiath,Zaiaam,1,54,32
Addede,Zaiaam,1,141,33
Etiath,Zaiaam,1,54,32
Addede,Zaiaam,1,140,31
