FocalID,TargetID,Weight,Sex,Year_birth,Month_birth,Age,Mother,Value
Addede,Addede,1,F,2005,10,164,HalfEar,1
Addede,Budiur,1,F,2005,10,164,HalfEar,1
Addede,Zaiaam,1,F,2005,10,164,HalfEar,1
Addede,Addede,1,F,2005,10,141,HalfEar,1
Addede,Etiath,1,F,2005,10,141,HalfEar,1
Addede,Thiahe,1,F,2005,10,141,HalfEar,1
Addede,Togoog,1,F,2005,10,141,HalfEar,1
Addede,Addede,1,F,2005,10,141,HalfEar,1
Addede,Faoyat,1,F,2005,10,141,HalfEar,1
Addede,Togoog,1,F,2005,10,141,HalfEar,1
Addede,Addede,1,F,2005,10,141,HalfEar,1
Addede,Etiath,1,F,2005,10,141,HalfEar,1
Addede,Tooyol,1,F,2005,10,141,HalfEar,1
Addede,Addede,1,F,2005,10,141,HalfEar,1
Addede,Lomeom,1,F,2005,10,141,HalfEar,1
Addede,Addede,1,F,2005,10,141,HalfEar,1
Addede,Caonam,1,F,2005,10,141,HalfEar,1
Addede,Etiath,1,F,2005,10,141,HalfEar,1
Addede,Mbmeba,1,F,2005,10,141,HalfEar,1
Addede,Togoog,1,F,2005,10,141,HalfEar,1
Addede,Addede,1,F,2005,10,164,HalfEar,1
Addede,Sheyhe,1,F,2005,10,164,HalfEar,1
Addede,Thiahe,1,F,2005,10,164,HalfEar,1
Addede,Addede,1,F,2005,10,164,HalfEar,1
Addede,Addede,1,F,2005,10,164,HalfEar,1
Addede,Etiath,1,F,2005,10,164,HalfEar,1
Addede,Hoerom,1,F,2005,10,164,HalfEar,1
Addede,Nieyia,1,F,2005,10,164,HalfEar,1
Addede,Ni18ia,1,F,2005,10,164,HalfEar,1
Addede,Sh18he,1,F,2005,10,164,HalfEar,1
Addede,Voreol,1,F,2005,10,164,HalfEar,1
Addede,Addede,1,F,2005,10,141,HalfEar,1
Addede,Caonam,1,F,2005,10,141,HalfEar,1
Addede,Mawial,1,F,2005,10,141,HalfEar,1
Addede,Mbmeba,1,F,2005,10,141,HalfEar,1
Addede,Voreol,1,F,2005,10,141,HalfEar,1
Addede,Addede,1,F,2005,10,141,HalfEar,1
Addede,Budiur,1,F,2005,10,141,HalfEar,1
Addede,Etiath,1,F,2005,10,141,HalfEar,1
Addede,Lomeom,1,F,2005,10,141,HalfEar,1
Addede,Mawial,1,F,2005,10,141,HalfEar,1
Addede,Sineie,1,F,2005,10,141,HalfEar,1
Addede,Waceal,1,F,2005,10,141,HalfEar,1
