source,target,weight,Age_Giver,Age_Recipient
Doleoy,Asovsi,1,74,82
Joceoy,Asovsi,1,66,69
Lukaus,Asovsi,1,NA,43
Lukaus,Asovsi,1,NA,58
Lukaus,Asovsi,1,NA,69
Lukaus,Asovsi,1,NA,57
Sheyhe,Asovsi,1,60,57
Lukaus,Asovsi,1,NA,56
Lukaus,Asovsi,1,NA,57
Vigair,Asovsi,1,43,68
Lileib,Auenus,1,NA,67
Frwnre,Auenus,1,121,68
Kisain,Auenus,1,NA,93
Scpfch,Auenus,1,69,79
Chraho,Auenus,1,NA,80
Kisain,Auenus,1,NA,93
Amlimb,Auenus,1,36,79
Caviap,Auenus,1,26,102
Okgaka,Auenus,1,50,101
Clrale,Auenus,1,49,101
Toenol,Auenus,1,34,42
Joceoy,Auenus,1,66,68
Okgoka,Auenus,1,130,67
Mzzuzu,Auenus,1,24,102
Mokaou,Auenus,1,25,93
Anvont,Auenus,1,45,80
Mzzuzu,Auenus,1,24,101
Lukaus,Auenus,1,NA,79
Caviap,Auenus,1,25,101
Pietik,Auenus,1,32,80
Setier,Auenus,1,70,94
Doleoy,Auenus,1,90,96
Caviap,Auenus,1,25,101
Chraho,Auenus,1,NA,80
Byonyr,Auenus,1,53,100
ShRahe,Auenus,1,103,101
JKJKK,Auenus,1,82,57
Xenaen,Auenus,1,34,80
Mzzuzu,Auenus,1,24,102
Caviap,Auenus,1,26,102
Mzzuzu,Auenus,1,24,101
Scpfch,Auenus,1,69,79
Dinsic,Auenus,1,117,93
Okgaka,Auenus,1,51,101
Scpfch,Auenus,1,68,78
JKJKK,Auenus,1,82,56
Toenol,Auenus,1,34,42
Toenol,Auenus,1,46,54
Clrale,Auenus,1,50,102
Okgoka,Auenus,1,131,68
Toenol,Auenus,1,45,53
Kisain,Auenus,1,NA,101
Chraho,Auenus,1,NA,80
Frwnre,Auenus,1,108,54
Okgoka,Auenus,1,131,68
Joceoy,Auenus,1,66,68
Joceoy,Auenus,1,91,93
Clrale,Auenus,1,49,101
Toenol,Auenus,1,85,93
Caviap,Auenus,1,25,101
Clrale,Auenus,1,49,101
Mosaom,Auenus,1,42,80
Okgoka,Auenus,1,131,68
Toenol,Auenus,1,44,52
Scpfch,Auenus,1,68,79
Setier,Auenus,1,55,80
Pietik,Auenus,1,53,101
Caviap,Auenus,1,25,101
Pietik,Auenus,1,32,80
Zobaom,Auenus,1,14,101
Amlimb,Auenus,1,50,94
Brlera,Auenus,1,NA,68
Chraho,Auenus,1,NA,79
Frwnre,Auenus,1,147,94
Chraho,Auenus,1,NA,80
Clrale,Auenus,1,41,93
Pietik,Auenus,1,19,68
Scpfch,Auenus,1,69,79
Kisain,Auenus,1,NA,102
JKJKK,Auenus,1,66,41
Pietik,Auenus,1,53,101
Setier,Auenus,1,55,79
Chraho,Auenus,1,NA,79
Okgoka,Auenus,1,131,68
Scpfch,Auenus,1,68,78
Chraho,Auenus,1,NA,80
Okgaka,Auenus,1,43,93
Xenaen,Auenus,1,54,101
Mzzuzu,Auenus,1,24,102
Pietik,Auenus,1,55,103
Okgoka,Auenus,1,129,66
Byonyr,Auenus,1,20,67
Mzzuzu,Auenus,1,24,101
Harear,Auenus,1,NA,100
Lukaus,Auenus,1,NA,68
Scpfch,Auenus,1,69,79
Ludaua,Auenus,1,44,80
Caviap,Auenus,1,25,101
Clrale,Auenus,1,50,102
Scpfch,Auenus,1,68,79
Scpfch,Auenus,1,69,79
Doleoy,Auenus,1,95,101
Vigair,Auenus,1,56,80
Ethato,Auenus,1,41,102
Frwnre,Auenus,1,147,94
Mzzuzu,Auenus,1,24,101
Orllrw,Auenus,1,49,42
Yaraao,Auenus,1,63,79
Dinsic,Auenus,1,66,42
Lileib,Auenus,1,NA,42
Pietik,Auenus,1,55,103
Lomeom,Auenus,1,NA,41
Caviap,Auenus,1,25,101
Clrale,Auenus,1,27,79
Okgaka,Auenus,1,51,101
Caviap,Auenus,1,25,101
Zobaom,Auenus,1,15,102
Takaan,Auenus,1,49,100
Xenaen,Auenus,1,55,102
Kisain,Auenus,1,NA,79
Scpfch,Auenus,1,69,79
Takaan,Auenus,1,49,101
Lileib,Auenus,1,NA,55
Mzzuzu,Auenus,1,24,102
Caviap,Auenus,1,25,101
Mzzuzu,Auenus,1,24,101
Karial,Auenus,1,46,79
Hoonov,Auenus,1,104,79
Kisain,Auenus,1,NA,100
Pietik,Auenus,1,53,101
Lileib,Auenus,1,NA,67
Frwnre,Auenus,1,132,79
Frwnre,Auenus,1,95,41
Dinsic,Auenus,1,104,79
Setier,Auenus,1,55,79
Clrale,Auenus,1,49,101
Pietik,Auenus,1,55,103
Okgoka,Auenus,1,131,68
Clrale,Auenus,1,42,94
Kisain,Auenus,1,NA,101
Pietik,Auenus,1,53,101
Dinsic,Auenus,1,118,93
Dinsic,Auenus,1,118,93
Dinsic,Auenus,1,66,42
Pietik,Auenus,1,54,102
Toenol,Auenus,1,46,54
Clrale,Auenus,1,49,101
Vigair,Auenus,1,56,79
Caviap,Auenus,1,25,101
Clrale,Auenus,1,41,93
Sesseu,Auenus,1,38,95
Setier,Auenus,1,55,79
Kisain,Auenus,1,NA,56
Scpfch,Auenus,1,69,79
Okgaka,Auenus,1,51,101
Dinsic,Auenus,1,117,93
Hoerom,Auenus,1,44,42
Toenol,Auenus,1,58,66
Scpica,Auenus,1,NA,95
Clrale,Auenus,1,49,101
Mzzuzu,Auenus,1,24,102
Scpfch,Auenus,1,68,79
Pietik,Auenus,1,55,103
Dinsic,Auenus,1,118,94
Yaraao,Auenus,1,64,80
Dinsic,Auenus,1,118,94
Karial,Auenus,1,68,101
Lukaus,Auenus,1,NA,68
Frwnre,Auenus,1,132,79
Pietik,Auenus,1,18,66
ShRahe,Auenus,1,105,103
Doleoy,Auenus,1,74,80
Vigair,Auenus,1,56,79
Yaraao,Auenus,1,63,79
Mosaom,Auenus,1,29,67
Toenol,Auenus,1,49,57
Amlimb,Auenus,1,50,94
Kisain,Auenus,1,NA,101
Lukaus,Auenus,1,NA,94
Scpfch,Auenus,1,57,68
Molaog,Auenus,1,26,102
Scpfch,Auenus,1,68,79
Asovsi,Auenus,1,81,79
Setier,Auenus,1,68,93
Frwnre,Auenus,1,148,94
Clrale,Auenus,1,50,102
Dinsic,Auenus,1,117,93
Doleoy,Auenus,1,89,94
Mzzuzu,Auenus,1,24,101
Pietik,Auenus,1,53,101
Toenol,Auenus,1,47,55
Okgaka,Auenus,1,52,102
Joceoy,Auenus,1,100,101
Toenol,Auenus,1,46,54
Caviap,Au19us,1,25,0
Pietik,Au19us,1,53,0
Mzzuzu,Au19us,1,24,0
Zobaom,Au19us,1,15,1
Pietik,Au19us,1,54,1
Mzzuzu,Au19us,1,24,0
Harear,Bearea,1,NA,54
Okgaka,Bearea,1,50,74
Doleoy,Bearea,1,88,67
Doleoy,Bearea,1,89,68
Okgaka,Bearea,1,53,76
Okgaka,Bearea,1,44,68
Okgaka,Bearea,1,29,52
Okgaka,Bearea,1,50,74
Kisain,Bearea,1,NA,16
Doleoy,Bearea,1,88,68
Xenaen,Bearea,1,48,68
Hoonou,Bearea,1,35,66
Scpica,Bearea,1,NA,74
Clrale,Bearea,1,49,74
Byonyr,Bearea,1,45,66
Mzzuzu,Bearea,1,25,76
Caviap,Bearea,1,19,69
Hoonov,Bearea,1,127,76
Kalaam,Bearea,1,NA,69
Kisain,Bearea,1,NA,14
ShRahe,Bearea,1,68,41
Lukaus,Bearea,1,NA,41
Mosaom,Bearea,1,41,53
Setier,Bearea,1,44,41
Doleoy,Bearea,1,88,67
Caviap,Bearea,1,27,76
Auenus,Bearea,1,68,41
Kalaam,Bearea,1,NA,69
Kalaam,Bearea,1,NA,67
Scpica,Bearea,1,NA,74
Setier,Bearea,1,43,41
Okgaka,Bearea,1,52,76
ShRahe,Bearea,1,70,42
Auenus,Bearea,1,93,66
Doleoy,Bearea,1,88,67
Doleoy,Bearea,1,89,68
Okgaka,Bearea,1,29,53
Toenol,Bearea,1,72,53
Auenus,Bearea,1,67,40
Kisain,Bearea,1,NA,14
Caviap,Bearea,1,19,69
Priare,Bearea,1,NA,53
Okgaka,Bearea,1,50,74
Doleoy,Bearea,1,89,69
Kisain,Bearea,1,NA,14
Caviap,Bearea,1,26,76
Ketsea,Bearea,1,30,41
Caviap,Bearea,1,24,74
Amlimb,Bearea,1,49,67
Okgoka,Bearea,1,130,40
Doleoy,Bearea,1,87,66
Kisain,Bearea,1,NA,15
Okgaka,Bearea,1,29,53
Vigair,Bearea,1,57,54
Auenus,Bearea,1,93,66
Caviap,Bearea,1,24,74
Kalaam,Brtero,1,NA,71
Nieyia,Brtero,1,NA,72
Callar,Brtero,1,54,71
Doleoy,Brtero,1,47,72
JKJKK,Brtero,1,77,71
Lomeom,Brtero,1,NA,75
JKJKK,Brtero,1,68,61
Nieyia,Brtero,1,NA,61
JKJKK,Brtero,1,78,72
Nieyia,Brtero,1,NA,71
Auenus,Brtero,1,42,61
Doleoy,Brtero,1,49,74
Dinsic,Brtero,1,79,74
Yaraao,Brtero,1,25,60
Lomeom,Brtero,1,NA,75
Scpfch,Brtero,1,44,74
Hoonov,Brtero,1,79,74
Auenus,Brtero,1,52,71
Doleoy,Brtero,1,50,75
Joceoy,Brtero,1,52,73
JKJKK,Brtero,1,81,75
Marxar,Brtero,1,NA,62
JKJKK,Brtero,1,79,72
Nieyia,Brtero,1,NA,72
Harear,Brtero,1,NA,71
Lomeom,Brtero,1,NA,72
Lomeom,Brtero,1,NA,71
Joceoy,Brtero,1,50,71
Lomeom,Brtero,1,NA,74
Joceoy,Brtero,1,53,74
Frwnre,Brtero,1,106,71
JKJKK,Brtero,1,78,71
JKJKK,Brtero,1,78,71
Orllrw,Brtero,1,49,61
Edardg,Brtero,1,NA,75
Nieyia,Brtero,1,NA,75
Nieyia,Brtero,1,NA,61
Sheyhe,Brtero,1,59,74
JKJKK,Brtero,1,79,72
JKJKK,Brtero,1,80,74
Sheyhe,Brtero,1,58,72
Kakaaf,Brtero,1,66,60
JKJKK,Brtero,1,80,74
Addede,Brtero,1,115,72
JKJKK,Brtero,1,77,71
Joceoy,Brtero,1,51,72
JKJKK,Brtero,1,68,61
Marxar,Brtero,1,NA,62
Doleoy,Brtero,1,46,71
Sheyhe,Brtero,1,61,75
Edardg,Brtero,1,NA,74
Marxar,Brtero,1,NA,61
Doleoy,Brtero,1,36,61
JKJKK,Brtero,1,78,71
Hoonov,Brtero,1,66,61
Lomeom,Brtero,1,NA,74
Lomeom,Brtero,1,NA,74
Orllrw,Brtero,1,61,72
Lukaus,Brtero,1,NA,75
JKJKK,Brtero,1,78,72
ShRahe,Brtero,1,58,75
Brlera,Brtero,1,NA,71
Sheyhe,Brtero,1,61,75
Sheyhe,Brtero,1,61,75
Lomeom,Brtero,1,NA,76
Lomeom,Brtero,1,NA,73
Addede,Brtero,1,115,73
Lukaus,Brtero,1,NA,61
Lomeom,Brtero,1,NA,75
Nieyia,Brtero,1,NA,71
Nieyia,Brtero,1,NA,60
Dinsic,Brtero,1,76,71
ShRahe,Brtero,1,54,71
Sheyhe,Brtero,1,59,74
Lukaus,Brtero,1,NA,62
Edardg,Brtero,1,NA,75
Lomeom,Brtero,1,NA,75
Callar,Brtero,1,56,74
Edardg,Brtero,1,NA,75
Sheyhe,Brtero,1,59,73
Lukaus,Byonyr,1,NA,45
Lukaus,Byonyr,1,NA,32
Lukaus,Byonyr,1,NA,45
Lukaus,Byonyr,1,NA,19
Lukaus,Byonyr,1,NA,47
Lukaus,Byonyr,1,NA,56
Lukaus,Byonyr,1,NA,54
Lukaus,Byonyr,1,NA,45
Vigair,Byonyr,1,57,33
Lukaus,Byonyr,1,NA,19
Lukaus,Byonyr,1,NA,20
Vigair,Byonyr,1,56,32
Brlera,Byonyr,1,NA,31
Asovsi,Byonyr,1,68,19
Lukaus,Byonyr,1,NA,54
Lukaus,Byonyr,1,NA,53
Lukaus,Byonyr,1,NA,46
Okgoka,Byonyr,1,130,19
Lukaus,Byonyr,1,NA,46
Lukaus,Byonyr,1,NA,20
Vigair,Byonyr,1,77,53
Lukaus,Byonyr,1,NA,8
Lukaus,Byonyr,1,NA,53
Nykayi,Byonyr,1,19,54
Lukaus,Byonyr,1,NA,52
Asovsi,Byonyr,1,68,19
Lukaus,Byonyr,1,NA,53
Lukaus,Byonyr,1,NA,53
Lukaus,Byonyr,1,NA,53
Vigair,Byonyr,1,80,55
Lukaus,Byonyr,1,NA,54
Amlimb,Byonyr,1,36,32
Vigair,Byonyr,1,56,32
Lukaus,Byonyr,1,NA,47
Lukaus,Byonyr,1,NA,31
Lukaus,Byonyr,1,NA,19
Nykayi,Byonyr,1,20,55
JKJKK,Byonyr,1,93,20
Vigair,Byonyr,1,57,33
Lukaus,Byonyr,1,NA,47
Asovsi,Byonyr,1,69,20
Vigair,Byonyr,1,55,31
Lukaus,Byonyr,1,NA,55
Lukaus,Byonyr,1,NA,46
Lukaus,Byonyr,1,NA,19
Amlimb,Byonyr,1,49,45
Lukaus,Byonyr,1,NA,19
Vigair,Byonyr,1,56,32
Lukaus,Byonyr,1,NA,20
Ketsea,Byonyr,1,64,55
Lukaus,Byonyr,1,NA,19
Mokaou,Byonyr,1,33,53
Vigair,Byonyr,1,78,54
Lukaus,Byonyr,1,NA,19
Vigair,Byonyr,1,55,31
Vigair,Byonyr,1,56,32
Pietik,Byonyr,1,47,47
Lukaus,Byonyr,1,NA,20
Mokaou,Byonyr,1,25,45
Lukaus,Byonyr,1,NA,55
Vigair,Byonyr,1,56,32
Doleoy,Byonyr,1,74,32
Vigair,Byonyr,1,55,31
Mokaou,Byonyr,1,35,55
Doleoy,Byonyr,1,61,19
Mokaou,Byonyr,1,26,46
Lukaus,Byonyr,1,NA,52
Joceoy,Byonyr,1,98,52
Lukaus,Byonyr,1,NA,52
Lukaus,Byonyr,1,NA,55
Lukaus,Byonyr,1,NA,55
Lukaus,Byonyr,1,NA,19
Vigair,Byonyr,1,56,32
Lukaus,Byonyr,1,NA,20
Lukaus,Byonyr,1,NA,48
Lukaus,Byonyr,1,NA,47
Zobaom,Byonyr,1,13,53
Okgaka,Byonyr,1,45,48
Sesseu,Byonyr,1,43,53
Lukaus,Byonyr,1,NA,56
Mokaou,Byonyr,1,34,55
Lukaus,Byonyr,1,NA,53
Okgaka,Byonyr,1,52,54
Vigair,Byonyr,1,77,53
Lukaus,Byonyr,1,NA,31
Mokaou,Byonyr,1,12,32
Amlimb,Byonyr,1,49,45
Mokaou,Byonyr,1,27,47
Lukaus,Byonyr,1,NA,20
Lukaus,Byonyr,1,NA,19
Lukaus,Byonyr,1,NA,19
Scpica,Byonyr,1,NA,54
Okgoka,Byonyr,1,130,20
Lukaus,Byonyr,1,NA,48
Lukaus,Byonyr,1,NA,19
Lukaus,Byonyr,1,NA,46
Molaog,Byonyr,1,27,55
Xenaen,Byonyr,1,47,45
Lukaus,Byonyr,1,NA,19
Asovsi,Byonyr,1,80,31
Lukaus,Byonyr,1,NA,31
Lukaus,Byonyr,1,NA,46
Vigair,Byonyr,1,80,55
Lukaus,Byonyr,1,NA,21
Vigair,Byonyr,1,56,32
Lukaus,Byonyr,1,NA,48
Lukaus,Byonyr,1,NA,7
Vigoic,Byonyr,1,NA,7
Vigair,Byonyr,1,57,32
Vigair,Byonyr,1,56,32
Lukaus,Byonyr,1,NA,19
Zobaom,Byonyr,1,14,54
Vigair,Byonyr,1,44,20
Lukaus,Byonyr,1,NA,46
Lukaus,Byonyr,1,NA,32
Zobaom,Byonyr,1,15,55
Lukaus,Byonyr,1,NA,54
Lukaus,Byonyr,1,NA,48
Vigair,Byonyr,1,56,32
Lukaus,Byonyr,1,NA,32
Vigair,Byonyr,1,55,31
Vigair,Byonyr,1,55,31
Lukaus,Byonyr,1,NA,20
Vigair,Byonyr,1,72,48
Vigair,Byonyr,1,57,32
Lukaus,Byonyr,1,NA,31
Lukaus,Byonyr,1,NA,20
Lukaus,Byonyr,1,NA,31
Frwnre,Byonyr,1,120,19
Vigair,Byonyr,1,77,53
Lukaus,Byonyr,1,NA,55
Vigair,Byonyr,1,56,32
Vigair,Byonyr,1,55,31
Amlimb,Byonyr,1,35,31
Vigair,Byonyr,1,56,32
Lukaus,Byonyr,1,NA,46
Okgoka,Byonyr,1,131,20
Setier,Byonyr,1,54,31
Vigair,Byonyr,1,70,46
Mokaou,Byonyr,1,32,52
Lukaus,Byonyr,1,NA,20
Lukaus,Byonyr,1,NA,20
Amlimb,Byonyr,1,51,47
Kisain,Caviap,1,NA,18
Kisain,Caviap,1,NA,17
Kisain,Caviap,1,NA,19
Kisain,Caviap,1,NA,25
Kisain,Caviap,1,NA,19
Molaog,Caviap,1,24,24
Kisain,Caviap,1,NA,27
Kisain,Caviap,1,NA,24
Kisain,Caviap,1,NA,19
Kisain,Caviap,1,NA,26
Clrale,Caviap,1,51,27
Zobaom,Caviap,1,14,25
Kisain,Caviap,1,NA,26
Frwnre,Caviap,1,154,24
Kisain,Caviap,1,NA,25
Kisain,Caviap,1,NA,18
Kisain,Caviap,1,NA,4
Kisain,Caviap,1,NA,19
Kisain,Caviap,1,NA,17
Zobaom,Caviap,1,13,24
Kisain,Caviap,1,NA,3
Kisain,Caviap,1,NA,24
Frwnre,Caviap,1,154,24
Kisain,Caviap,1,NA,4
Frwnre,Caviap,1,155,25
Kisain,Caviap,1,NA,19
Kisain,Caviap,1,NA,17
Kisain,Caviap,1,NA,26
Sesseu,Caviap,1,43,24
Okgaka,Caviap,1,44,18
Kisain,Caviap,1,NA,25
Kisain,Caviap,1,NA,19
Kisain,Caviap,1,NA,24
Kisain,Caviap,1,NA,25
Kisain,Caviap,1,NA,25
