source,target,weight,Age_Giver,Age_Recipient
Bearea,Caviap,1,68,18
Isrosh,Caviap,1,43,25
Kisain,Caviap,1,NA,25
Kisain,Caviap,1,NA,24
Frwnre,Caviap,1,155,26
Kisain,Caviap,1,NA,3
Kisain,Caviap,1,NA,17
Kisain,Caviap,1,NA,26
Kisain,Caviap,1,NA,17
Kisain,Caviap,1,NA,18
Okgaka,Caviap,1,50,24
Karial,Caviap,1,46,3
Kisain,Caviap,1,NA,24
Kisain,Caviap,1,NA,3
Okgaka,Caviap,1,45,20
Pietik,Caviap,1,30,3
Kisain,Caviap,1,NA,19
Okgaka,Caviap,1,44,18
Kisain,Caviap,1,NA,17
Kisain,Caviap,1,NA,25
Kisain,Caviap,1,NA,19
Kisain,Caviap,1,NA,4
Kisain,Caviap,1,NA,27
Kisain,Caviap,1,NA,4
Kisain,Caviap,1,NA,27
Kisain,Caviap,1,NA,18
Harear,Callar,1,NA,43
ShRahe,Callar,1,57,57
Priare,Callar,1,NA,43
ShRahe,Callar,1,43,43
Sheyhe,Callar,1,60,57
ShRahe,Callar,1,43,43
Harear,Callar,1,NA,57
Yaraao,Callar,1,40,58
Harear,Callar,1,NA,57
Harear,Callar,1,NA,57
Harear,Callar,1,NA,57
Harear,Callar,1,NA,56
Harear,Callar,1,NA,43
Harear,Callar,1,NA,57
Harear,Callar,1,NA,44
Harear,Callar,1,NA,54
Mbmeba,Callar,1,NA,43
Kisain,Callar,1,NA,43
Harear,Callar,1,NA,56
ShRahe,Callar,1,57,57
Harear,Callar,1,NA,56
ShRahe,Callar,1,43,43
ShRahe,Callar,1,56,56
Harear,Callar,1,NA,55
ShRahe,Callar,1,44,44
Sheyhe,Callar,1,60,56
Harear,Callar,1,NA,44
ShRahe,Callar,1,56,56
ShRahe,Callar,1,44,44
ShRahe,Callar,1,57,57
ShRahe,Callar,1,43,43
ShRahe,Callar,1,56,56
Kisain,Callar,1,NA,43
Harear,Callar,1,NA,57
Joceoy,Callar,1,54,57
Harear,Callar,1,NA,55
Harear,Callar,1,NA,56
Xenaen,Chbeho,1,56,32
Harear,Chbeho,1,NA,9
Harear,Chbeho,1,NA,32
Xenaen,Chbeho,1,34,10
Takaan,Chbeho,1,50,32
Xenaen,Chbeho,1,32,9
Harear,Chbeho,1,NA,10
Xenaen,Chbeho,1,56,32
Xenaen,Chbeho,1,32,8
Xenaen,Chbeho,1,56,33
Harear,Chbeho,1,NA,9
Harear,Chbeho,1,NA,9
Xenaen,Chbeho,1,55,32
Harear,Chbeho,1,NA,25
Xenaen,Chbeho,1,55,31
Zobaom,Chbeho,1,13,30
Harear,Chbeho,1,NA,30
Xenaen,Chbeho,1,49,26
Xenaen,Chbeho,1,55,32
Harear,Chbeho,1,NA,10
Xenaen,Chbeho,1,56,32
Xenaen,Chbeho,1,57,33
Xenaen,Chbeho,1,56,32
Molaog,Chbeho,1,19,25
Xenaen,Chbeho,1,55,31
Xenaen,Chbeho,1,55,32
Harear,Chbeho,1,NA,10
Harear,Chbeho,1,NA,10
Harear,Chbeho,1,NA,8
Kivuiv,Chbeho,1,13,32
Harear,Chbeho,1,NA,10
Harear,Chbeho,1,NA,9
Xenaen,Chbeho,1,48,24
Xenaen,Chbeho,1,54,30
Xenaen,Chbeho,1,33,10
Harear,Chbeho,1,NA,10
Sesseu,Chbeho,1,44,31
Doleoy,CJJDJD,1,87,112
Karial,CJJDJD,1,60,112
Kisain,CJJDJD,1,NA,114
Kisain,CJJDJD,1,NA,112
Auenus,CJJDJD,1,94,113
Lukaus,CJJDJD,1,NA,119
Kalaam,CJJDJD,1,NA,113
Kisain,CJJDJD,1,NA,114
Kisain,CJJDJD,1,NA,113
Auenus,CJJDJD,1,93,112
Takaan,CJJDJD,1,51,122
Doleoy,CJJDJD,1,87,112
Auenus,CJJDJD,1,93,112
Frwnre,CJJDJD,1,146,112
Yadeao,CJJDJD,1,NA,121
Auenus,CJJDJD,1,94,113
Kalaam,CJJDJD,1,NA,122
Kalaam,CJJDJD,1,NA,112
Nykayi,CJJDJD,1,20,122
Auenus,CJJDJD,1,93,112
Auenus,CJJDJD,1,94,113
Auenus,CJJDJD,1,94,113
Auenus,CJJDJD,1,94,113
Scpica,CJJDJD,1,NA,119
Okgaka,CJJDJD,1,50,120
Kalaam,CJJDJD,1,NA,114
Kisain,CJJDJD,1,NA,112
Ethato,CJJDJD,1,41,121
Auenus,CJJDJD,1,93,112
Doleoy,CJJDJD,1,88,113
Auenus,CJJDJD,1,94,113
Scpica,CJJDJD,1,NA,119
Lileib,CJJDJD,1,NA,114
Auenus,CJJDJD,1,93,112
Scpica,CJJDJD,1,NA,120
JKJKK,CJJDJD,1,120,113
Kisain,CJJDJD,1,NA,112
Priare,CJJDJD,1,NA,113
Yadeao,CJJDJD,1,NA,120
Lileib,CJJDJD,1,NA,113
Scpica,CJJDJD,1,NA,119
Auenus,CJJDJD,1,93,112
Auenus,CJJDJD,1,93,112
Doleoy,CJJDJD,1,88,113
Lileib,CJJDJD,1,NA,113
Auenus,CJJDJD,1,94,113
Lileib,CJJDJD,1,NA,113
Auenus,CJJDJD,1,93,112
Kalaam,CJJDJD,1,NA,113
Brlera,CJJDJD,1,NA,120
Lukaus,CJJDJD,1,NA,119
Doleoy,CJJDJD,1,88,113
JKJKK,CJJDJD,1,120,113
Lukaus,CJJDJD,1,NA,119
Kisain,CJJDJD,1,NA,114
Scpica,CJJDJD,1,NA,119
Lukaus,CJJDJD,1,NA,120
Kisain,CJJDJD,1,NA,112
Harear,CJJDJD,1,NA,119
Auenus,CJJDJD,1,94,113
Auenus,CJJDJD,1,93,112
Doleoy,CJJDJD,1,89,114
Kalaam,CJJDJD,1,NA,113
Auenus,CJJDJD,1,93,112
Yadeao,CJJDJD,1,NA,112
Xenaen,CJJDJD,1,55,120
Scpica,CJJDJD,1,NA,119
Auenus,CJJDJD,1,94,113
Lukaus,CJJDJD,1,NA,119
Pietik,Clrale,1,18,14
Lileib,Clrale,1,NA,26
Lileib,Clrale,1,NA,48
Pietik,Clrale,1,52,48
Karial,Clrale,1,45,26
Pietik,Clrale,1,20,16
Karial,Clrale,1,35,16
JKJKK,Clrale,1,126,49
Pietik,Clrale,1,32,28
Pietik,Clrale,1,19,15
JKJKK,Clrale,1,126,48
Pietik,Clrale,1,20,16
Lileib,Clrale,1,NA,43
Lileib,Clrale,1,NA,28
Lileib,Clrale,1,NA,16
Pietik,Clrale,1,19,15
Lileib,Clrale,1,NA,28
Lileib,Clrale,1,NA,41
Lileib,Clrale,1,NA,27
Lukaus,Clrale,1,NA,41
Lileib,Clrale,1,NA,27
Caviap,Clrale,1,25,49
Isrosh,Clrale,1,42,48
Okgaka,Clrale,1,30,28
Ishash,Clrale,1,23,50
Karial,Clrale,1,67,48
Pietik,Clrale,1,18,14
Pietik,Clrale,1,30,26
Isrosh,Clrale,1,44,50
Karial,Clrale,1,68,48
Frwnre,Clrale,1,106,0
Lileib,Clrale,1,NA,48
Zobaom,Clrale,1,13,48
Lileib,Clrale,1,NA,28
Scpica,Clrale,1,NA,28
Isrosh,Clrale,1,21,27
Pietik,Clrale,1,18,14
JKJKK,Clrale,1,121,43
Kaguas,Clrale,1,21,48
Lileib,Clrale,1,NA,14
Lileib,Clrale,1,NA,28
Lileib,Clrale,1,NA,27
Karial,Clrale,1,46,27
ShRahe,Clrale,1,69,15
Lileib,Clrale,1,NA,15
Scpfch,Clrale,1,67,26
Lileib,Clrale,1,NA,15
Okgoka,Clrale,1,130,14
Anvont,Clrale,1,33,15
Sesseu,Clrale,1,38,43
Karial,Clrale,1,47,28
Karial,Clrale,1,60,41
Lileib,Clrale,1,NA,15
Lileib,Clrale,1,NA,15
Karial,Clrale,1,47,28
Karial,Clrale,1,60,41
Lileib,Clrale,1,NA,27
Toenol,Clrale,1,71,27
Lileib,Clrale,1,NA,48
JKJKK,Clrale,1,128,50
Pietik,Clrale,1,19,15
Lileib,Clrale,1,NA,28
Pietik,Clrale,1,31,27
Ethato,Clrale,1,35,43
Karial,Clrale,1,34,15
Okgoka,Clrale,1,129,14
Okgaka,Clrale,1,44,42
Pietik,Clrale,1,19,15
Frwnre,Clrale,1,106,1
Lileib,Clrale,1,NA,28
Karial,Clrale,1,60,41
Lileib,Clrale,1,NA,15
Pietik,Clrale,1,18,14
Okgaka,Clrale,1,52,50
Lileib,Clrale,1,NA,15
JKJKK,Clrale,1,105,27
Lileib,Clrale,1,NA,48
Lileib,Clrale,1,NA,42
Pietik,Clrale,1,18,14
Karial,Clrale,1,45,26
Scpfch,Clrale,1,90,48
Isrosh,Clrale,1,42,48
Frwnre,Clrale,1,154,48
Takaan,Clrale,1,16,16
Ketsea,Clrale,1,62,48
Pietik,Clrale,1,31,27
JKJKK,Clrale,1,129,51
Lileib,Clrale,1,NA,27
Caviap,Clrale,1,27,51
Kalaam,Cohooe,1,NA,47
Kalaam,Cohooe,1,NA,48
Kalaam,Cohooe,1,NA,49
Kalaam,Cohooe,1,NA,14
Kalaam,Cohooe,1,NA,26
Kalaam,Cohooe,1,NA,40
Kalaam,Cohooe,1,NA,14
ShRahe,Cohooe,1,68,13
Auenus,Cohooe,1,103,50
ShRahe,Cohooe,1,81,26
ShRahe,Cohooe,1,103,49
Kalaam,Cohooe,1,NA,14
Kalaam,Cohooe,1,NA,15
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,43
Kalaam,Cohooe,1,NA,15
Kalaam,Cohooe,1,NA,41
Kalaam,Cohooe,1,NA,40
ShRahe,Cohooe,1,68,14
Kalaam,Cohooe,1,NA,15
ShRahe,Cohooe,1,69,15
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,47
Sesseu,Cohooe,1,46,50
Byonyr,Cohooe,1,53,47
Kalaam,Cohooe,1,NA,48
Takaan,Cohooe,1,28,27
Kalaam,Cohooe,1,NA,13
Kalaam,Cohooe,1,NA,50
Kalaam,Cohooe,1,NA,50
Kalaam,Cohooe,1,NA,41
Kalaam,Cohooe,1,NA,14
Priare,Cohooe,1,NA,14
Kalaam,Cohooe,1,NA,48
Kalaam,Cohooe,1,NA,13
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,40
Kalaam,Cohooe,1,NA,26
ShRahe,Cohooe,1,79,25
Takaan,Cohooe,1,50,49
Kalaam,Cohooe,1,NA,47
Kalaam,Cohooe,1,NA,41
Kalaam,Cohooe,1,NA,15
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,27
Lileib,Cohooe,1,NA,41
Kalaam,Cohooe,1,NA,27
Hoonou,Cohooe,1,37,41
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,26
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,48
Kalaam,Cohooe,1,NA,40
Kalaam,Cohooe,1,NA,48
Kalaam,Cohooe,1,NA,14
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,26
Xenaen,Cohooe,1,46,40
Kalaam,Cohooe,1,NA,40
Kalaam,Cohooe,1,NA,27
ShRahe,Cohooe,1,69,15
Kalaam,Cohooe,1,NA,14
Kalaam,Cohooe,1,NA,25
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,14
Kalaam,Cohooe,1,NA,26
Kalaam,Cohooe,1,NA,26
Kalaam,Cohooe,1,NA,48
Kalaam,Cohooe,1,NA,25
Kalaam,Cohooe,1,NA,14
ShRahe,Cohooe,1,102,47
Kalaam,Cohooe,1,NA,42
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,48
Kalaam,Cohooe,1,NA,26
Kalaam,Cohooe,1,NA,48
Xenaen,Cohooe,1,48,41
Kalaam,Cohooe,1,NA,41
Kalaam,Cohooe,1,NA,15
Kalaam,Cohooe,1,NA,14
Kalaam,Cohooe,1,NA,41
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,27
ShRahe,Cohooe,1,81,27
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,47
Kalaam,Cohooe,1,NA,14
Kalaam,Cohooe,1,NA,40
Kalaam,Cohooe,1,NA,25
Kalaam,Cohooe,1,NA,14
Kalaam,Cohooe,1,NA,25
Xenaen,Cohooe,1,57,50
Kalaam,Cohooe,1,NA,47
Toenol,Cohooe,1,88,43
Kalaam,Cohooe,1,NA,40
Kalaam,Cohooe,1,NA,41
Kalaam,Cohooe,1,NA,14
ShRahe,Cohooe,1,96,41
Ethato,Cohooe,1,18,25
Kalaam,Cohooe,1,NA,13
Kalaam,Cohooe,1,NA,40
Takaan,Cohooe,1,15,14
Kalaam,Cohooe,1,NA,27
ShRahe,Cohooe,1,80,25
ShRahe,Cohooe,1,82,27
Kalaam,Cohooe,1,NA,40
Kalaam,Cohooe,1,NA,26
Kalaam,Cohooe,1,NA,48
Kalaam,Cohooe,1,NA,47
Kalaam,Cohooe,1,NA,26
Kalaam,Cohooe,1,NA,14
Kalaam,Cohooe,1,NA,47
Kalaam,Cohooe,1,NA,15
Kalaam,Cohooe,1,NA,15
Kalaam,Cohooe,1,NA,27
Xenaen,Cohooe,1,48,41
Ethato,Cohooe,1,8,15
ShRahe,Cohooe,1,81,27
Kalaam,Cohooe,1,NA,43
Kalaam,Cohooe,1,NA,41
Kalaam,Cohooe,1,NA,26
Nykayi,Cohooe,1,12,41
ShRahe,Cohooe,1,95,40
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,15
Kalaam,Cohooe,1,NA,26
Kalaam,Cohooe,1,NA,47
Caviap,Cohooe,1,24,47
ShRahe,Cohooe,1,96,42
Kalaam,Cohooe,1,NA,49
ShRahe,Cohooe,1,97,42
Kalaam,Cohooe,1,NA,26
Kalaam,Cohooe,1,NA,27
Kalaam,Cohooe,1,NA,27
ShRahe,Cohooe,1,81,26
Takaan,Coinon,1,43,17
Takaan,Coinon,1,49,23
Yadeao,Coinon,1,NA,24
Yadeao,Coinon,1,NA,18
Takaan,Coinon,1,49,23
Takaan,Coinon,1,48,23
Takaan,Coinon,1,48,23
Chraho,Coinon,1,NA,3
Takaan,Coinon,1,48,23
Muinuf,Coinon,1,68,25
Yadeao,Coinon,1,NA,24
Takaan,Coinon,1,28,3
Takaan,Coinon,1,43,17
Takaan,Coinon,1,48,23
Muinuf,Coinon,1,68,25
Takaan,Coinon,1,50,25
Yadeao,Coinon,1,NA,24
Takaan,Coinon,1,44,18
Yadeao,Coinon,1,NA,17
Yadeao,Coinon,1,NA,26
Takaan,Coinon,1,51,26
Takaan,Coinon,1,48,23
Takaan,Coinon,1,49,23
Takaan,Coinon,1,42,17
Takaan,Coinon,1,50,25
Yadeao,Coinon,1,NA,25
ShRahe,Coinon,1,81,2
Takaan,Coinon,1,43,17
Takaan,Coinon,1,50,25
Takaan,Coinon,1,49,24
Karial,Coinon,1,68,24
Takaan,Coinon,1,50,24
Takaan,Coinon,1,51,25
Yadeao,Coinon,1,NA,18
Yadeao,Coinon,1,NA,2
Takaan,Coinon,1,48,23
Takaan,Coinon,1,49,24
Yadeao,Coinon,1,NA,23
Ganeab,Coinon,1,NA,2
Takaan,Coinon,1,51,26
Doleoy,Dinsic,1,73,104
Harear,Dinsic,1,NA,125
Kisain,Dinsic,1,NA,118
Lukaus,Dinsic,1,NA,103
Auenus,Dinsic,1,95,120
Doleoy,Dinsic,1,73,104
Lukaus,Dinsic,1,NA,125
Priare,Dinsic,1,NA,104
Priare,Dinsic,1,NA,118
Joceoy,Dinsic,1,76,102
Doleoy,Dinsic,1,87,118
Auenus,Dinsic,1,93,118
Ganeab,Dinsic,1,NA,92
Priare,Dinsic,1,NA,103
Harear,Dinsic,1,NA,104
Priare,Dinsic,1,NA,127
Priare,Dinsic,1,NA,105
Lukaus,Dinsic,1,NA,125
Priare,Dinsic,1,NA,119
Auenus,Dinsic,1,41,66
Nieyia,Dinsic,1,NA,67
Brtero,Dinsic,1,74,79
Priare,Dinsic,1,NA,118
Doleoy,Dinsic,1,72,102
Joceoy,Dinsic,1,65,91
ShRahe,Dinsic,1,69,91
Mzzuzu,Dinsic,1,17,119
Doleoy,Dinsic,1,62,92
Doleoy,Dinsic,1,61,91
Mzzuzu,Dinsic,1,23,125
Doleoy,Dinsic,1,73,103
Priare,Dinsic,1,NA,127
Doleoy,Dinsic,1,74,104
Doleoy,Dinsic,1,61,92
Priare,Dinsic,1,NA,124
Frwnre,Dinsic,1,146,117
Doleoy,Dinsic,1,61,91
Auenus,Dinsic,1,93,118
Molaog,Dinsic,1,23,124
Karial,Dinsic,1,61,118
Mzzuzu,Dinsic,1,17,119
Kalaam,Dinsic,1,NA,65
Molaog,Dinsic,1,18,119
Joceoy,Dinsic,1,78,104
Auenus,Dinsic,1,96,120
Lukaus,Dinsic,1,NA,125
Doleoy,Dinsic,1,73,104
Kisain,Dinsic,1,NA,91
Lukaus,Dinsic,1,NA,126
Auenus,Dinsic,1,79,104
Karial,Dinsic,1,61,118
Kisain,Dinsic,1,NA,117
Joceoy,Dinsic,1,76,102
Doleoy,Dinsic,1,61,91
Mzzuzu,Dinsic,1,23,124
Mzzuzu,Dinsic,1,26,127
Auenus,Dinsic,1,93,118
Joceoy,Dinsic,1,78,104
Doleoy,Dinsic,1,62,92
Auenus,Dinsic,1,79,104
Joceoy,Dinsic,1,77,103
Joceoy,Dinsic,1,78,104
Joceoy,Dinsic,1,78,104
Joceoy,Dinsic,1,77,103
Lukaus,Dinsic,1,NA,126
Mzzuzu,Dinsic,1,23,125
Joceoy,Dinsic,1,78,104
Doleoy,Dinsic,1,62,92
Auenus,Dinsic,1,93,118
Joceoy,Dinsic,1,77,103
Kalaam,Dinsic,1,NA,119
Doleoy,Dinsic,1,74,104
Auenus,Dinsic,1,94,118
Lukaus,Dinsic,1,NA,125
Kalaam,Dinsic,1,NA,118
Kisain,Dinsic,1,NA,118
Ethato,Dinsic,1,33,118
Frwnre,Dinsic,1,133,104
Doleoy,Dinsic,1,74,104
Priare,Dinsic,1,NA,125
Auenus,Dinsic,1,93,117
Ketsea,Dinsic,1,29,91
Mzzuzu,Dinsic,1,26,127
Auenus,Dinsic,1,96,120
Auenus,Dinsic,1,95,120
Caviap,Dinsic,1,27,127
Joceoy,Dinsic,1,77,103
Ethato,Dinsic,1,35,120
Priare,Dinsic,1,NA,117
Doleoy,Dinsic,1,74,104
Auenus,Dinsic,1,79,103
Joceoy,Dinsic,1,77,103
Scpica,Dinsic,1,NA,92
Joceoy,Dinsic,1,54,80
Doleoy,Dinsic,1,61,91
Ganeab,Dinsic,1,NA,77
Priare,Dinsic,1,NA,126
Mzzuzu,Dinsic,1,17,118
Doleoy,Dinsic,1,62,92
Lileib,Dinsic,1,NA,118
Kalaam,Dinsic,1,NA,65
Priare,Dinsic,1,NA,118
Doleoy,Dinsic,1,62,92
Joceoy,Dinsic,1,78,104
Auenus,Dinsic,1,79,103
Doleoy,Dinsic,1,74,104
Ishash,Dinsic,1,21,125
Auenus,Dinsic,1,93,118
Lukaus,Dinsic,1,NA,126
Doleoy,Dinsic,1,62,92
Lomeom,Dinsic,1,NA,67
Kisain,Dinsic,1,NA,118
Doleoy,Dinsic,1,74,105
Molaog,Dinsic,1,24,125
Auenus,Dinsic,1,94,119
Doleoy,Dinsic,1,73,103
Auenus,Dinsic,1,93,118
Doleoy,Dinsic,1,61,91
Molaog,Dinsic,1,27,127
Scpica,Dinsic,1,NA,92
Lukaus,Dinsic,1,NA,125
Priare,Dinsic,1,NA,118
Auenus,Dinsic,1,79,103
Lomeom,Dinsic,1,NA,65
Molaog,Dinsic,1,27,127
Doleoy,Dinsic,1,72,103
Priare,Dinsic,1,NA,126
Auenus,Dinsic,1,94,118
Priare,Dinsic,1,NA,104
Mzzuzu,Dinsic,1,24,126
Doleoy,Dinsic,1,87,118
Mzzuzu,Dinsic,1,25,126
Yadeao,Dinsic,1,NA,91
Auenus,Dinsic,1,95,120
Priare,Dinsic,1,NA,126
Auenus,Dinsic,1,94,119
Priare,Dinsic,1,NA,124
Doleoy,Dinsic,1,88,119
Doleoy,Dinsic,1,88,118
Doleoy,Dinsic,1,88,119
Ganeab,Dinsic,1,NA,92
Priare,Dinsic,1,NA,76
Priare,Dinsic,1,NA,120
Doleoy,Dinsic,1,61,91
Setier,Dinsic,1,43,92
Karial,Dinsic,1,61,118
Auenus,Dinsic,1,93,117
Lukaus,Dinsic,1,NA,125
Molaog,Dinsic,1,18,119
Priare,Dinsic,1,NA,104
Joceoy,Dinsic,1,55,81
Lileib,Dinsic,1,NA,120
Lukaus,Dinsic,1,NA,127
Auenus,Dinsic,1,93,118
Priare,Dinsic,1,NA,118
Priare,Dinsic,1,NA,125
Priare,Dinsic,1,NA,118
Doleoy,Dinsic,1,62,92
Joceoy,Dinsic,1,78,104
Joceoy,Dinsic,1,53,79
Lukaus,Dinsic,1,NA,126
Doleoy,Dinsic,1,88,118
Auenus,Dinsic,1,95,119
Doleoy,Dinsic,1,96,126
Priare,Dinsic,1,NA,125
Djbaju,Dinsic,1,16,127
Lukaus,Dinsic,1,NA,126
Lukaus,Dinsic,1,NA,125
Doleoy,Dinsic,1,74,104
Molaog,Dinsic,1,24,125
Priare,Dinsic,1,NA,126
Joceoy,Dinsic,1,53,79
Doleoy,Dinsic,1,87,117
Molaog,Dinsic,1,19,120
Mzzuzu,Dinsic,1,23,125
Mzzuzu,Dinsic,1,25,126
Lukaus,Dinsic,1,NA,126
Mzzuzu,Dinsic,1,23,125
Kisain,Dinsic,1,NA,125
Doleoy,Dinsic,1,61,91
Setier,Dinsic,1,18,67
Joceoy,Dinsic,1,54,80
Lukaus,Dinsic,1,NA,103
Doleoy,Dinsic,1,62,92
Frwnre,Dinsic,1,122,92
Lukaus,Dinsic,1,NA,125
Lukaus,Dinsic,1,NA,125
Priare,Dinsic,1,NA,118
ShRahe,Dinsic,1,96,118
Mzzuzu,Dinsic,1,25,126
Doleoy,Dinsic,1,73,103
JKJKK,Dinsic,1,126,124
Mzzuzu,Dinsic,1,25,127
Joceoy,Dinsic,1,77,103
Auenus,Dinsic,1,96,120
Auenus,Dinsic,1,95,119
Mzzuzu,Dinsic,1,17,119
Joceoy,Dinsic,1,53,79
Addede,Dinsic,1,117,80
Takaan,Dinsic,1,28,104
Joceoy,Dinsic,1,54,80
Priare,Dinsic,1,NA,118
Doleoy,Dinsic,1,73,104
Priare,Dinsic,1,NA,103
Lukaus,Dinsic,1,NA,125
Lukaus,Dinsic,1,NA,126
Kisain,Dinsic,1,NA,117
Lukaus,Dinsic,1,NA,125
Joceoy,Dinsic,1,77,104
Auenus,Dinsic,1,94,119
Nykayi,Dinsic,1,18,125
Doleoy,Dinsic,1,61,91
Joceoy,Dinsic,1,77,103
Karial,Dinsic,1,62,119
Doleoy,Dinsic,1,62,92
Clrale,Dinsic,1,48,125
Priare,Dinsic,1,NA,103
Scpica,Dinsic,1,NA,124
Doleoy,Dinsic,1,97,127
Auenus,Dinsic,1,95,119
Joceoy,Dinsic,1,78,104
Auenus,Dinsic,1,79,104
Lukaus,Dinsic,1,NA,127
Nieyia,Dinsic,1,NA,80
Auenus,Dinsic,1,100,124
Mzzuzu,Dinsic,1,17,119
Auenus,Dinsic,1,93,118
Mzzuzu,Dinsic,1,24,126
Kalaam,Dinsic,1,NA,65
Auenus,Dinsic,1,94,118
Auenus,Dinsic,1,95,119
Takaan,Dinsic,1,51,127
Lukaus,Dinsic,1,NA,125
Mzzuzu,Dinsic,1,25,126
Ganeab,Dinsic,1,NA,92
Doleoy,Dinsic,1,72,102
Doleoy,Dinsic,1,61,92
Lukaus,Dinsic,1,NA,125
Doleoy,Dinsic,1,61,91
Joceoy,Dinsic,1,51,77
Lukaus,Dinsic,1,NA,127
Harear,Dinsic,1,NA,124
Mbmeba,Dinsic,1,NA,81
Mzzuzu,Dinsic,1,17,119
Ganeab,Dinsic,1,NA,66
Kisain,Dinsic,1,NA,117
Brtero,Dinsic,1,74,79
Mzzuzu,Dinsic,1,26,127
Setier,Dinsic,1,43,91
Priare,Dinsic,1,NA,104
Mzzuzu,Dinsic,1,17,119
Auenus,Dinsic,1,93,118
Doleoy,Dinsic,1,74,104
Ganeab,Dinsic,1,NA,92
Ethato,Dinsic,1,43,127
Auenus,Dinsic,1,93,118
Doleoy,Dinsic,1,88,118
Lukaus,Dinsic,1,NA,124
Mzzuzu,Dinsic,1,26,127
Auenus,Dinsic,1,93,117
Joceoy,Dinsic,1,65,91
Kalaam,Dinsic,1,NA,118
Doleoy,Dinsic,1,62,92
Auenus,Dinsic,1,93,117
Molaog,Dinsic,1,24,124
Kisain,Dinsic,1,NA,125
Auenus,Dinsic,1,101,125
Doleoy,Dinsic,1,61,91
Lukaus,Dinsic,1,NA,124
Lukaus,Dinsic,1,NA,126
Doleoy,Dinsic,1,72,102
Doleoy,Dinsic,1,62,92
Auenus,Dinsic,1,93,118
Priare,Dinsic,1,NA,124
Auenus,Dinsic,1,93,118
Lukaus,Dinsic,1,NA,126
Doleoy,Dinsic,1,73,104
Lukaus,Dinsic,1,NA,124
Doleoy,Dinsic,1,88,119
Lileib,Dinsic,1,NA,118
Priare,Dinsic,1,NA,104
Mzzuzu,Dinsic,1,23,124
Molaog,Dinsic,1,25,126
Doleoy,Dinsic,1,89,119
Bearea,Dinsic,1,53,104
Priare,Dinsic,1,NA,127
Joceoy,Dinsic,1,77,103
Priare,Dinsic,1,NA,104
Mzzuzu,Dinsic,1,26,127
Doleoy,Dinsic,1,73,103
Harear,Dinsic,1,NA,125
Doleoy,Dinsic,1,62,92
Mzzuzu,Dinsic,1,17,119
Mzzuzu,Dinsic,1,25,127
Frwnre,Dinsic,1,133,104
Priare,Dinsic,1,NA,92
Doleoy,Dinsic,1,62,92
Lukaus,Dinsic,1,NA,103
Auenus,Dinsic,1,95,119
Ketsea,Dinsic,1,55,118
Mzzuzu,Dinsic,1,17,119
Joceoy,Dinsic,1,77,103
Mzzuzu,Dinsic,1,17,119
Doleoy,Dinsic,1,96,126
Lileib,Dinsic,1,NA,118
Lukaus,Dinsic,1,NA,66
Mzzuzu,Dinsic,1,25,126
Setier,Dinsic,1,44,92
Doleoy,Dinsic,1,61,91
Doleoy,Dinsic,1,73,104
Lukaus,Dinsic,1,NA,77
Setier,Dinsic,1,69,118
Priare,Dinsic,1,NA,127
Karial,Dinsic,1,61,118
Priare,Dinsic,1,NA,118
Karial,Dinsic,1,61,118
Karial,Dinsic,1,61,118
Joceoy,Dinsic,1,78,104
Brlera,Dinsic,1,NA,117
Auenus,Dinsic,1,95,119
Karial,Dinsic,1,62,119
Doleoy,Dinsic,1,62,92
Joceoy,Dinsic,1,78,104
Doleoy,Dinsic,1,74,104
Brtero,Dinsic,1,61,66
Doleoy,Dinsic,1,74,104
Auenus,Dinsic,1,93,118
Auenus,Dinsic,1,79,104
Priare,Dinsic,1,NA,118
Priare,Dinsic,1,NA,117
Lukaus,Dinsic,1,NA,125
Brtero,Dinsic,1,61,66
Auenus,Dinsic,1,102,126
Ganeab,Dinsic,1,NA,92
Lukaus,Dinsic,1,NA,104
Joceoy,Dinsic,1,53,79
Auenus,Dinsic,1,95,120
Doleoy,Dinsic,1,62,92
Ethato,Dinsic,1,42,127
Joceoy,Dinsic,1,78,104
Mzzuzu,Dinsic,1,25,126
Joceoy,Dinsic,1,66,92
Mzzuzu,Dinsic,1,23,125
ShRahe,Dinsic,1,69,92
Auenus,Dinsic,1,95,119
Auenus,Dinsic,1,79,104
Doleoy,Dinsic,1,74,104
Joceoy,Dinsic,1,78,104
Lukaus,Dinsic,1,NA,125
Mzzuzu,Dinsic,1,25,127
Karial,Dinsic,1,61,118
Karial,Dinsic,1,60,117
