focal,partner,simple_ratio,focal.sex,partner.sex,focal.age,partner.age
moyo,david,0.076923077,male,male,5.963039014,11.88501027
nikkie,david,0.095238095,female,male,15.69336071,11.88501027
nina,david,0.048780488,female,male,10.36550308,11.88501027
noel,david,0.095238095,female,male,36.58042437,11.88501027
pan,david,0.15,male,male,24.58042437,11.88501027
pippa,david,0.170731707,female,male,24.58042437,11.88501027
taylor,david,0.025,female,male,8.873374401,11.88501027
tess,david,0.076923077,female,male,15.58110883,11.88501027
tilly,david,0.05,female,male,12.5174538,11.88501027
toni,david,0.128205128,female,male,10.58179329,11.88501027
trixie,david,0.054054054,female,male,23.58110883,11.88501027
violet,david,0.19047619,female,male,22.58179329,11.88501027
vis,david,0.214285714,male,male,9.32238193,11.88501027
zsabu,david,0.243902439,male,male,23.58110883,11.88501027
diana,debbie,0.048780488,female,female,22.58179329,11.6386037
diz,debbie,0.095238095,female,female,5.804243669,11.6386037
dolly,debbie,0.051282051,female,female,16.75838467,11.6386037
donna,debbie,0.375,female,female,29.58247775,11.6386037
dora,debbie,0.097560976,female,female,24.58042437,11.6386037
doug,debbie,0.195121951,male,female,10.53251198,11.6386037
littlejane,debbie,0.105263158,female,female,28.58042437,11.6386037
littlejenkins,debbie,0.05,female,female,6.579055441,11.6386037
littlejudy,debbie,0.05,female,female,18.58179329,11.6386037
longjohn,debbie,0.071428571,male,female,7.58110883,11.6386037
maggie,debbie,0.102564103,female,female,27.58110883,11.6386037
mary,debbie,0.125,female,female,7.906913073,11.6386037
masya,debbie,0.1,female,female,22.58179329,11.6386037
max,debbie,0.102564103,male,female,6.924024641,11.6386037
maxine,debbie,0.05,female,female,12.20260096,11.6386037
mike,debbie,0.238095238,male,female,15.58110883,11.6386037
misha,debbie,0.102564103,female,female,25.58247775,11.6386037
moyo,debbie,0.153846154,male,female,5.963039014,11.6386037
nikkie,debbie,0.047619048,female,female,15.69336071,11.6386037
nina,debbie,0.097560976,female,female,10.36550308,11.6386037
noel,debbie,0.047619048,female,female,36.58042437,11.6386037
pan,debbie,0.2,male,female,24.58042437,11.6386037
pippa,debbie,0.073170732,female,female,24.58042437,11.6386037
taylor,debbie,0,female,female,8.873374401,11.6386037
tess,debbie,0.051282051,female,female,15.58110883,11.6386037
tilly,debbie,0.025,female,female,12.5174538,11.6386037
toni,debbie,0.076923077,female,female,10.58179329,11.6386037
trixie,debbie,0.081081081,female,female,23.58110883,11.6386037
violet,debbie,0.261904762,female,female,22.58179329,11.6386037
vis,debbie,0.166666667,male,female,9.32238193,11.6386037
zsabu,debbie,0.12195122,male,female,23.58110883,11.6386037
diz,diana,0.069767442,female,female,5.804243669,22.58179329
dolly,diana,0.05,female,female,16.75838467,22.58179329
donna,diana,0.073170732,female,female,29.58247775,22.58179329
dora,diana,0.119047619,female,female,24.58042437,22.58179329
doug,diana,0.071428571,male,female,10.53251198,22.58179329
littlejane,diana,0.025641026,female,female,28.58042437,22.58179329
littlejenkins,diana,0.024390244,female,female,6.579055441,22.58179329
littlejudy,diana,0.024390244,female,female,18.58179329,22.58179329
longjohn,diana,0.046511628,male,female,7.58110883,22.58179329
maggie,diana,0.05,female,female,27.58110883,22.58179329
mary,diana,0.073170732,female,female,7.906913073,22.58179329
masya,diana,0.146341463,female,female,22.58179329,22.58179329
max,diana,0.025,male,female,6.924024641,22.58179329
maxine,diana,0.024390244,female,female,12.20260096,22.58179329
mike,diana,0.093023256,male,female,15.58110883,22.58179329
misha,diana,0.1,female,female,25.58247775,22.58179329
moyo,diana,0.025,male,female,5.963039014,22.58179329
nikkie,diana,0.069767442,female,female,15.69336071,22.58179329
nina,diana,0,female,female,10.36550308,22.58179329
noel,diana,0.11627907,female,female,36.58042437,22.58179329
pan,diana,0,male,female,24.58042437,22.58179329
pippa,diana,0.047619048,female,female,24.58042437,22.58179329
taylor,diana,0.048780488,female,female,8.873374401,22.58179329
tess,diana,0.05,female,female,15.58110883,22.58179329
tilly,diana,0.024390244,female,female,12.5174538,22.58179329
toni,diana,0.1,female,female,10.58179329,22.58179329
trixie,diana,0.026315789,female,female,23.58110883,22.58179329
violet,diana,0.023255814,female,female,22.58179329,22.58179329
vis,diana,0.069767442,male,female,9.32238193,22.58179329
zsabu,diana,0.261904762,male,female,23.58110883,22.58179329
dolly,diz,0.170731707,female,female,16.75838467,5.804243669
donna,diz,0.095238095,female,female,29.58247775,5.804243669
dora,diz,0.139534884,female,female,24.58042437,5.804243669
doug,diz,0.162790698,male,female,10.53251198,5.804243669
littlejane,diz,0.075,female,female,28.58042437,5.804243669
littlejenkins,diz,0.095238095,female,female,6.579055441,5.804243669
littlejudy,diz,0.119047619,female,female,18.58179329,5.804243669
longjohn,diz,0.068181818,male,female,7.58110883,5.804243669
maggie,diz,0,female,female,27.58110883,5.804243669
mary,diz,0.071428571,female,female,7.906913073,5.804243669
masya,diz,0.071428571,female,female,22.58179329,5.804243669
max,diz,0.12195122,male,female,6.924024641,5.804243669
maxine,diz,0.047619048,female,female,12.20260096,5.804243669
mike,diz,0.113636364,male,female,15.58110883,5.804243669
misha,diz,0.073170732,female,female,25.58247775,5.804243669
moyo,diz,0.048780488,male,female,5.963039014,5.804243669
nikkie,diz,0.090909091,female,female,15.69336071,5.804243669
nina,diz,0.093023256,female,female,10.36550308,5.804243669
noel,diz,0.045454545,female,female,36.58042437,5.804243669
pan,diz,0.071428571,male,female,24.58042437,5.804243669
pippa,diz,0.11627907,female,female,24.58042437,5.804243669
taylor,diz,0.119047619,female,female,8.873374401,5.804243669
tess,diz,0.097560976,female,female,15.58110883,5.804243669
tilly,diz,0.095238095,female,female,12.5174538,5.804243669
toni,diz,0.073170732,female,female,10.58179329,5.804243669
trixie,diz,0.076923077,female,female,23.58110883,5.804243669
violet,diz,0.068181818,female,female,22.58179329,5.804243669
vis,diz,0.045454545,male,female,9.32238193,5.804243669
zsabu,diz,0.162790698,male,female,23.58110883,5.804243669
donna,dolly,0.025641026,female,female,29.58247775,16.75838467
dora,dolly,0.1,female,female,24.58042437,16.75838467
doug,dolly,0.175,male,female,10.53251198,16.75838467
littlejane,dolly,0.135135135,female,female,28.58042437,16.75838467
littlejenkins,dolly,0.102564103,female,female,6.579055441,16.75838467
littlejudy,dolly,0.051282051,female,female,18.58179329,16.75838467
longjohn,dolly,0.12195122,male,female,7.58110883,16.75838467
maggie,dolly,0.052631579,female,female,27.58110883,16.75838467
mary,dolly,0.025641026,female,female,7.906913073,16.75838467
masya,dolly,0.128205128,female,female,22.58179329,16.75838467
max,dolly,0.157894737,male,female,6.924024641,16.75838467
maxine,dolly,0.051282051,female,female,12.20260096,16.75838467
mike,dolly,0.12195122,male,female,15.58110883,16.75838467
misha,dolly,0.131578947,female,female,25.58247775,16.75838467
moyo,dolly,0.157894737,male,female,5.963039014,16.75838467
nikkie,dolly,0.073170732,female,female,15.69336071,16.75838467
nina,dolly,0.175,female,female,10.36550308,16.75838467
noel,dolly,0.170731707,female,female,36.58042437,16.75838467
pan,dolly,0.128205128,male,female,24.58042437,16.75838467
pippa,dolly,0.2,female,female,24.58042437,16.75838467
taylor,dolly,0.153846154,female,female,8.873374401,16.75838467
tess,dolly,0.078947368,female,female,15.58110883,16.75838467
tilly,dolly,0,female,female,12.5174538,16.75838467
toni,dolly,0.052631579,female,female,10.58179329,16.75838467
trixie,dolly,0.166666667,female,female,23.58110883,16.75838467
violet,dolly,0.097560976,female,female,22.58179329,16.75838467
vis,dolly,0.048780488,male,female,9.32238193,16.75838467
zsabu,dolly,0.125,male,female,23.58110883,16.75838467
dora,donna,0.073170732,female,female,24.58042437,29.58247775
doug,donna,0.146341463,male,female,10.53251198,29.58247775
littlejane,donna,0.105263158,female,female,28.58042437,29.58247775
littlejenkins,donna,0.1,female,female,6.579055441,29.58247775
littlejudy,donna,0.025,female,female,18.58179329,29.58247775
longjohn,donna,0.071428571,male,female,7.58110883,29.58247775
maggie,donna,0.076923077,female,female,27.58110883,29.58247775
mary,donna,0.125,female,female,7.906913073,29.58247775
masya,donna,0.075,female,female,22.58179329,29.58247775
max,donna,0.076923077,male,female,6.924024641,29.58247775
maxine,donna,0.05,female,female,12.20260096,29.58247775
mike,donna,0.095238095,male,female,15.58110883,29.58247775
misha,donna,0.153846154,female,female,25.58247775,29.58247775
moyo,donna,0.102564103,male,female,5.963039014,29.58247775
nikkie,donna,0.095238095,female,female,15.69336071,29.58247775
nina,donna,0.073170732,female,female,10.36550308,29.58247775
noel,donna,0.047619048,female,female,36.58042437,29.58247775
pan,donna,0.275,male,female,24.58042437,29.58247775
pippa,donna,0.146341463,female,female,24.58042437,29.58247775
taylor,donna,0.075,female,female,8.873374401,29.58247775
tess,donna,0.102564103,female,female,15.58110883,29.58247775
tilly,donna,0.025,female,female,12.5174538,29.58247775
toni,donna,0.076923077,female,female,10.58179329,29.58247775
trixie,donna,0.081081081,female,female,23.58110883,29.58247775
violet,donna,0.238095238,female,female,22.58179329,29.58247775
vis,donna,0.214285714,male,female,9.32238193,29.58247775
zsabu,donna,0.195121951,male,female,23.58110883,29.58247775
doug,dora,0.30952381,male,female,10.53251198,24.58042437
littlejane,dora,0.128205128,female,female,28.58042437,24.58042437
littlejenkins,dora,0.073170732,female,female,6.579055441,24.58042437
littlejudy,dora,0.097560976,female,female,18.58179329,24.58042437
longjohn,dora,0.093023256,male,female,7.58110883,24.58042437
maggie,dora,0.025,female,female,27.58110883,24.58042437
mary,dora,0.097560976,female,female,7.906913073,24.58042437
masya,dora,0.073170732,female,female,22.58179329,24.58042437
max,dora,0.075,male,female,6.924024641,24.58042437
maxine,dora,0.024390244,female,female,12.20260096,24.58042437
mike,dora,0.093023256,male,female,15.58110883,24.58042437
misha,dora,0.15,female,female,25.58247775,24.58042437
moyo,dora,0.175,male,female,5.963039014,24.58042437
nikkie,dora,0.139534884,female,female,15.69336071,24.58042437
nina,dora,0.142857143,female,female,10.36550308,24.58042437
noel,dora,0.139534884,female,female,36.58042437,24.58042437
pan,dora,0.048780488,male,female,24.58042437,24.58042437
pippa,dora,0.142857143,female,female,24.58042437,24.58042437
taylor,dora,0.024390244,female,female,8.873374401,24.58042437
tess,dora,0.05,female,female,15.58110883,24.58042437
tilly,dora,0.097560976,female,female,12.5174538,24.58042437
toni,dora,0.1,female,female,10.58179329,24.58042437
trixie,dora,0.078947368,female,female,23.58110883,24.58042437
violet,dora,0.093023256,female,female,22.58179329,24.58042437
vis,dora,0.069767442,male,female,9.32238193,24.58042437
zsabu,dora,0.166666667,male,female,23.58110883,24.58042437
littlejane,doug,0.051282051,female,male,28.58042437,10.53251198
littlejenkins,doug,0.12195122,female,male,6.579055441,10.53251198
littlejudy,doug,0.048780488,female,male,18.58179329,10.53251198
longjohn,doug,0.069767442,male,male,7.58110883,10.53251198
maggie,doug,0.1,female,male,27.58110883,10.53251198
mary,doug,0.024390244,female,male,7.906913073,10.53251198
masya,doug,0.170731707,female,male,22.58179329,10.53251198
max,doug,0.2,male,male,6.924024641,10.53251198
maxine,doug,0.073170732,female,male,12.20260096,10.53251198
mike,doug,0.255813953,male,male,15.58110883,10.53251198
misha,doug,0.125,female,male,25.58247775,10.53251198
moyo,doug,0.125,male,male,5.963039014,10.53251198
nikkie,doug,0.162790698,female,male,15.69336071,10.53251198
nina,doug,0.142857143,female,male,10.36550308,10.53251198
noel,doug,0.093023256,female,male,36.58042437,10.53251198
pan,doug,0.317073171,male,male,24.58042437,10.53251198
pippa,doug,0.214285714,female,male,24.58042437,10.53251198
taylor,doug,0.073170732,female,male,8.873374401,10.53251198
tess,doug,0.075,female,male,15.58110883,10.53251198
tilly,doug,0.073170732,female,male,12.5174538,10.53251198
toni,doug,0.075,female,male,10.58179329,10.53251198
trixie,doug,0.157894737,female,male,23.58110883,10.53251198
violet,doug,0.23255814,female,male,22.58179329,10.53251198
vis,doug,0.186046512,male,male,9.32238193,10.53251198
zsabu,doug,0.238095238,male,male,23.58110883,10.53251198
littlejenkins,littlejane,0.342105263,female,female,6.579055441,28.58042437
littlejudy,littlejane,0.447368421,female,female,18.58179329,28.58042437
longjohn,littlejane,0.375,male,female,7.58110883,28.58042437
maggie,littlejane,0.054054054,female,female,27.58110883,28.58042437
mary,littlejane,0.105263158,female,female,7.906913073,28.58042437
masya,littlejane,0.105263158,female,female,22.58179329,28.58042437
max,littlejane,0.081081081,male,female,6.924024641,28.58042437
maxine,littlejane,0.105263158,female,female,12.20260096,28.58042437
mike,littlejane,0.05,male,female,15.58110883,28.58042437
misha,littlejane,0.054054054,female,female,25.58247775,28.58042437
moyo,littlejane,0.081081081,male,female,5.963039014,28.58042437
nikkie,littlejane,0.125,female,female,15.69336071,28.58042437
nina,littlejane,0.179487179,female,female,10.36550308,28.58042437
noel,littlejane,0.175,female,female,36.58042437,28.58042437
pan,littlejane,0.026315789,male,female,24.58042437,28.58042437
pippa,littlejane,0.076923077,female,female,24.58042437,28.58042437
taylor,littlejane,0.105263158,female,female,8.873374401,28.58042437
tess,littlejane,0.081081081,female,female,15.58110883,28.58042437
tilly,littlejane,0.078947368,female,female,12.5174538,28.58042437
toni,littlejane,0.162162162,female,female,10.58179329,28.58042437
trixie,littlejane,0.085714286,female,female,23.58110883,28.58042437
violet,littlejane,0.025,female,female,22.58179329,28.58042437
vis,littlejane,0.1,male,female,9.32238193,28.58042437
zsabu,littlejane,0.025641026,male,female,23.58110883,28.58042437
littlejudy,littlejenkins,0.4,female,female,18.58179329,6.579055441
longjohn,littlejenkins,0.285714286,male,female,7.58110883,6.579055441
maggie,littlejenkins,0.128205128,female,female,27.58110883,6.579055441
mary,littlejenkins,0.05,female,female,7.906913073,6.579055441
masya,littlejenkins,0.125,female,female,22.58179329,6.579055441
max,littlejenkins,0.102564103,male,female,6.924024641,6.579055441
maxine,littlejenkins,0.175,female,female,12.20260096,6.579055441
mike,littlejenkins,0.047619048,male,female,15.58110883,6.579055441
misha,littlejenkins,0.179487179,female,female,25.58247775,6.579055441
moyo,littlejenkins,0.076923077,male,female,5.963039014,6.579055441
nikkie,littlejenkins,0.119047619,female,female,15.69336071,6.579055441
nina,littlejenkins,0.146341463,female,female,10.36550308,6.579055441
noel,littlejenkins,0.166666667,female,female,36.58042437,6.579055441
pan,littlejenkins,0.1,male,female,24.58042437,6.579055441
pippa,littlejenkins,0.146341463,female,female,24.58042437,6.579055441
taylor,littlejenkins,0.1,female,female,8.873374401,6.579055441
tess,littlejenkins,0.179487179,female,female,15.58110883,6.579055441
tilly,littlejenkins,0.075,female,female,12.5174538,6.579055441
toni,littlejenkins,0.205128205,female,female,10.58179329,6.579055441
trixie,littlejenkins,0.027027027,female,female,23.58110883,6.579055441
violet,littlejenkins,0.071428571,female,female,22.58179329,6.579055441
vis,littlejenkins,0.095238095,male,female,9.32238193,6.579055441
zsabu,littlejenkins,0.048780488,male,female,23.58110883,6.579055441
longjohn,littlejudy,0.380952381,male,female,7.58110883,18.58179329
maggie,littlejudy,0.051282051,female,female,27.58110883,18.58179329
mary,littlejudy,0.05,female,female,7.906913073,18.58179329
masya,littlejudy,0.075,female,female,22.58179329,18.58179329
max,littlejudy,0.205128205,male,female,6.924024641,18.58179329
maxine,littlejudy,0.175,female,female,12.20260096,18.58179329
mike,littlejudy,0.047619048,male,female,15.58110883,18.58179329
misha,littlejudy,0.128205128,female,female,25.58247775,18.58179329
moyo,littlejudy,0.128205128,male,female,5.963039014,18.58179329
nikkie,littlejudy,0.142857143,female,female,15.69336071,18.58179329
nina,littlejudy,0.12195122,female,female,10.36550308,18.58179329
noel,littlejudy,0.214285714,female,female,36.58042437,18.58179329
pan,littlejudy,0.025,male,female,24.58042437,18.58179329
pippa,littlejudy,0.073170732,female,female,24.58042437,18.58179329
taylor,littlejudy,0.1,female,female,8.873374401,18.58179329
tess,littlejudy,0.153846154,female,female,15.58110883,18.58179329
tilly,littlejudy,0.05,female,female,12.5174538,18.58179329
toni,littlejudy,0.205128205,female,female,10.58179329,18.58179329
trixie,littlejudy,0.054054054,female,female,23.58110883,18.58179329
violet,littlejudy,0.047619048,female,female,22.58179329,18.58179329
vis,littlejudy,0.071428571,male,female,9.32238193,18.58179329
zsabu,littlejudy,0.12195122,male,female,23.58110883,18.58179329
maggie,longjohn,0.073170732,female,male,27.58110883,7.58110883
mary,longjohn,0.047619048,female,male,7.906913073,7.58110883
masya,longjohn,0.071428571,female,male,22.58179329,7.58110883
max,longjohn,0.073170732,male,male,6.924024641,7.58110883
maxine,longjohn,0.119047619,female,male,12.20260096,7.58110883
mike,longjohn,0,male,male,15.58110883,7.58110883
misha,longjohn,0.048780488,female,male,25.58247775,7.58110883
moyo,longjohn,0.097560976,male,male,5.963039014,7.58110883
nikkie,longjohn,0.045454545,female,male,15.69336071,7.58110883
nina,longjohn,0.186046512,female,male,10.36550308,7.58110883
noel,longjohn,0.159090909,female,male,36.58042437,7.58110883
pan,longjohn,0,male,male,24.58042437,7.58110883
pippa,longjohn,0.023255814,female,male,24.58042437,7.58110883
taylor,longjohn,0.095238095,female,male,8.873374401,7.58110883
tess,longjohn,0.073170732,female,male,15.58110883,7.58110883
tilly,longjohn,0.119047619,female,male,12.5174538,7.58110883
toni,longjohn,0.146341463,female,male,10.58179329,7.58110883
trixie,longjohn,0,female,male,23.58110883,7.58110883
violet,longjohn,0,female,male,22.58179329,7.58110883
vis,longjohn,0.090909091,male,male,9.32238193,7.58110883
zsabu,longjohn,0.046511628,male,male,23.58110883,7.58110883
mary,maggie,0.025641026,female,female,7.906913073,27.58110883
masya,maggie,0.076923077,female,female,22.58179329,27.58110883
max,maggie,0.157894737,male,female,6.924024641,27.58110883
maxine,maggie,0.076923077,female,female,12.20260096,27.58110883
mike,maggie,0.048780488,male,female,15.58110883,27.58110883
misha,maggie,0.157894737,female,female,25.58247775,27.58110883
moyo,maggie,0.289473684,male,female,5.963039014,27.58110883
nikkie,maggie,0.146341463,female,female,15.69336071,27.58110883
nina,maggie,0.1,female,female,10.36550308,27.58110883
noel,maggie,0.12195122,female,female,36.58042437,27.58110883
pan,maggie,0.076923077,male,female,24.58042437,27.58110883
pippa,maggie,0.125,female,female,24.58042437,27.58110883
taylor,maggie,0.102564103,female,female,8.873374401,27.58110883
tess,maggie,0.078947368,female,female,15.58110883,27.58110883
tilly,maggie,0.076923077,female,female,12.5174538,27.58110883
toni,maggie,0.131578947,female,female,10.58179329,27.58110883
trixie,maggie,0.083333333,female,female,23.58110883,27.58110883
violet,maggie,0.146341463,female,female,22.58179329,27.58110883
vis,maggie,0.097560976,male,female,9.32238193,27.58110883
zsabu,maggie,0.075,male,female,23.58110883,27.58110883
masya,mary,0.3,female,female,22.58179329,7.906913073
max,mary,0.051282051,male,female,6.924024641,7.906913073
maxine,mary,0.075,female,female,12.20260096,7.906913073
mike,mary,0.119047619,male,female,15.58110883,7.906913073
misha,mary,0.179487179,female,female,25.58247775,7.906913073
moyo,mary,0.051282051,male,female,5.963039014,7.906913073
nikkie,mary,0.023809524,female,female,15.69336071,7.906913073
nina,mary,0.097560976,female,female,10.36550308,7.906913073
noel,mary,0.071428571,female,female,36.58042437,7.906913073
pan,mary,0.025,male,female,24.58042437,7.906913073
pippa,mary,0.12195122,female,female,24.58042437,7.906913073
taylor,mary,0.05,female,female,8.873374401,7.906913073
tess,mary,0.102564103,female,female,15.58110883,7.906913073
tilly,mary,0.1,female,female,12.5174538,7.906913073
toni,mary,0.025641026,female,female,10.58179329,7.906913073
trixie,mary,0.108108108,female,female,23.58110883,7.906913073
violet,mary,0.095238095,female,female,22.58179329,7.906913073
vis,mary,0.071428571,male,female,9.32238193,7.906913073
zsabu,mary,0.097560976,male,female,23.58110883,7.906913073
max,masya,0.076923077,male,female,6.924024641,22.58179329
maxine,masya,0.05,female,female,12.20260096,22.58179329
mike,masya,0.119047619,male,female,15.58110883,22.58179329
misha,masya,0.153846154,female,female,25.58247775,22.58179329
moyo,masya,0.128205128,male,female,5.963039014,22.58179329
nikkie,masya,0.142857143,female,female,15.69336071,22.58179329
nina,masya,0.073170732,female,female,10.36550308,22.58179329
noel,masya,0.095238095,female,female,36.58042437,22.58179329
pan,masya,0.125,male,female,24.58042437,22.58179329
pippa,masya,0.024390244,female,female,24.58042437,22.58179329
taylor,masya,0.1,female,female,8.873374401,22.58179329
tess,masya,0.179487179,female,female,15.58110883,22.58179329
tilly,masya,0.075,female,female,12.5174538,22.58179329
toni,masya,0.051282051,female,female,10.58179329,22.58179329
trixie,masya,0.135135135,female,female,23.58110883,22.58179329
violet,masya,0.095238095,female,female,22.58179329,22.58179329
vis,masya,0.071428571,male,female,9.32238193,22.58179329
zsabu,masya,0.170731707,male,female,23.58110883,22.58179329
maxine,max,0.282051282,female,male,12.20260096,6.924024641
mike,max,0.097560976,male,male,15.58110883,6.924024641
misha,max,0.342105263,female,male,25.58247775,6.924024641
moyo,max,0.078947368,male,male,5.963039014,6.924024641
nikkie,max,0.146341463,female,male,15.69336071,6.924024641
nina,max,0.25,female,male,10.36550308,6.924024641
noel,max,0.097560976,female,male,36.58042437,6.924024641
pan,max,0.179487179,male,male,24.58042437,6.924024641
pippa,max,0.1,female,male,24.58042437,6.924024641
taylor,max,0.025641026,female,male,8.873374401,6.924024641
tess,max,0.105263158,female,male,15.58110883,6.924024641
tilly,max,0,female,male,12.5174538,6.924024641
toni,max,0.052631579,female,male,10.58179329,6.924024641
trixie,max,0,female,male,23.58110883,6.924024641
violet,max,0.219512195,female,male,22.58179329,6.924024641
vis,max,0.073170732,male,male,9.32238193,6.924024641
zsabu,max,0.05,male,male,23.58110883,6.924024641
mike,maxine,0.047619048,male,female,15.58110883,12.20260096
misha,maxine,0.256410256,female,female,25.58247775,12.20260096
moyo,maxine,0.153846154,male,female,5.963039014,12.20260096
nikkie,maxine,0.071428571,female,female,15.69336071,12.20260096
nina,maxine,0.073170732,female,female,10.36550308,12.20260096
noel,maxine,0.071428571,female,female,36.58042437,12.20260096
pan,maxine,0.125,male,female,24.58042437,12.20260096
pippa,maxine,0.073170732,female,female,24.58042437,12.20260096
taylor,maxine,0,female,female,8.873374401,12.20260096
tess,maxine,0.102564103,female,female,15.58110883,12.20260096
tilly,maxine,0.075,female,female,12.5174538,12.20260096
toni,maxine,0.128205128,female,female,10.58179329,12.20260096
trixie,maxine,0.054054054,female,female,23.58110883,12.20260096
violet,maxine,0.023809524,female,female,22.58179329,12.20260096
vis,maxine,0.023809524,male,female,9.32238193,12.20260096
zsabu,maxine,0.073170732,male,female,23.58110883,12.20260096
misha,mike,0.146341463,female,male,25.58247775,15.58110883
moyo,mike,0.073170732,male,male,5.963039014,15.58110883
nikkie,mike,0.090909091,female,male,15.69336071,15.58110883
nina,mike,0.046511628,female,male,10.36550308,15.58110883
noel,mike,0.113636364,female,male,36.58042437,15.58110883
pan,mike,0.30952381,male,male,24.58042437,15.58110883
pippa,mike,0.093023256,female,male,24.58042437,15.58110883
taylor,mike,0.095238095,female,male,8.873374401,15.58110883
tess,mike,0.12195122,female,male,15.58110883,15.58110883
tilly,mike,0.095238095,female,male,12.5174538,15.58110883
toni,mike,0.170731707,female,male,10.58179329,15.58110883
trixie,mike,0.102564103,female,male,23.58110883,15.58110883
violet,mike,0.272727273,female,male,22.58179329,15.58110883
vis,mike,0.136363636,male,male,9.32238193,15.58110883
zsabu,mike,0.279069767,male,male,23.58110883,15.58110883
moyo,misha,0.052631579,male,female,5.963039014,25.58247775
nikkie,misha,0.097560976,female,female,15.69336071,25.58247775
nina,misha,0.075,female,female,10.36550308,25.58247775
noel,misha,0.146341463,female,female,36.58042437,25.58247775
pan,misha,0.128205128,male,female,24.58042437,25.58247775
pippa,misha,0.15,female,female,24.58042437,25.58247775
taylor,misha,0.025641026,female,female,8.873374401,25.58247775
tess,misha,0.105263158,female,female,15.58110883,25.58247775
tilly,misha,0.051282051,female,female,12.5174538,25.58247775
toni,misha,0.131578947,female,female,10.58179329,25.58247775
trixie,misha,0.027777778,female,female,23.58110883,25.58247775
violet,misha,0.12195122,female,female,22.58179329,25.58247775
vis,misha,0.12195122,male,female,9.32238193,25.58247775
zsabu,misha,0.175,male,female,23.58110883,25.58247775
nikkie,moyo,0.12195122,female,male,15.69336071,5.963039014
nina,moyo,0.15,female,male,10.36550308,5.963039014
noel,moyo,0.170731707,female,male,36.58042437,5.963039014
pan,moyo,0.025641026,male,male,24.58042437,5.963039014
pippa,moyo,0.15,female,male,24.58042437,5.963039014
taylor,moyo,0.102564103,female,male,8.873374401,5.963039014
tess,moyo,0.131578947,female,male,15.58110883,5.963039014
tilly,moyo,0.128205128,female,male,12.5174538,5.963039014
toni,moyo,0.157894737,female,male,10.58179329,5.963039014
trixie,moyo,0.138888889,female,male,23.58110883,5.963039014
violet,moyo,0.073170732,female,male,22.58179329,5.963039014
vis,moyo,0.12195122,male,male,9.32238193,5.963039014
zsabu,moyo,0.15,male,male,23.58110883,5.963039014
nina,nikkie,0.23255814,female,female,10.36550308,15.69336071
noel,nikkie,0.181818182,female,female,36.58042437,15.69336071
pan,nikkie,0.047619048,male,female,24.58042437,15.69336071
pippa,nikkie,0.186046512,female,female,24.58042437,15.69336071
taylor,nikkie,0.047619048,female,female,8.873374401,15.69336071
tess,nikkie,0.170731707,female,female,15.58110883,15.69336071
tilly,nikkie,0.119047619,female,female,12.5174538,15.69336071
toni,nikkie,0.12195122,female,female,10.58179329,15.69336071
trixie,nikkie,0.076923077,female,female,23.58110883,15.69336071
violet,nikkie,0.068181818,female,female,22.58179329,15.69336071
vis,nikkie,0.068181818,male,female,9.32238193,15.69336071
zsabu,nikkie,0.093023256,male,female,23.58110883,15.69336071
noel,nina,0.302325581,female,female,36.58042437,10.36550308
pan,nina,0.12195122,male,female,24.58042437,10.36550308
pippa,nina,0.142857143,female,female,24.58042437,10.36550308
taylor,nina,0.024390244,female,female,8.873374401,10.36550308
tess,nina,0.2,female,female,15.58110883,10.36550308
tilly,nina,0.024390244,female,female,12.5174538,10.36550308
toni,nina,0.125,female,female,10.58179329,10.36550308
trixie,nina,0.052631579,female,female,23.58110883,10.36550308
violet,nina,0.093023256,female,female,22.58179329,10.36550308
vis,nina,0.023255814,male,female,9.32238193,10.36550308
zsabu,nina,0.119047619,male,female,23.58110883,10.36550308
pan,noel,0.095238095,male,female,24.58042437,36.58042437
pippa,noel,0.186046512,female,female,24.58042437,36.58042437
taylor,noel,0.047619048,female,female,8.873374401,36.58042437
tess,noel,0.097560976,female,female,15.58110883,36.58042437
tilly,noel,0,female,female,12.5174538,36.58042437
toni,noel,0.048780488,female,female,10.58179329,36.58042437
trixie,noel,0.153846154,female,female,23.58110883,36.58042437
violet,noel,0.068181818,female,female,22.58179329,36.58042437
vis,noel,0.045454545,male,female,9.32238193,36.58042437
zsabu,noel,0.11627907,male,female,23.58110883,36.58042437
pippa,pan,0.195121951,female,male,24.58042437,24.58042437
taylor,pan,0,female,male,8.873374401,24.58042437
tess,pan,0.205128205,female,male,15.58110883,24.58042437
tilly,pan,0.025,female,male,12.5174538,24.58042437
toni,pan,0.128205128,female,male,10.58179329,24.58042437
trixie,pan,0.054054054,female,male,23.58110883,24.58042437
violet,pan,0.333333333,female,male,22.58179329,24.58042437
vis,pan,0.30952381,male,male,9.32238193,24.58042437
zsabu,pan,0.097560976,male,male,23.58110883,24.58042437
taylor,pippa,0.024390244,female,female,8.873374401,24.58042437
tess,pippa,0.15,female,female,15.58110883,24.58042437
tilly,pippa,0.024390244,female,female,12.5174538,24.58042437
toni,pippa,0,female,female,10.58179329,24.58042437
trixie,pippa,0.052631579,female,female,23.58110883,24.58042437
violet,pippa,0.23255814,female,female,22.58179329,24.58042437
vis,pippa,0.209302326,male,female,9.32238193,24.58042437
zsabu,pippa,0.119047619,male,female,23.58110883,24.58042437
tess,taylor,0.102564103,female,female,15.58110883,8.873374401
